year,name,coalition,party_code,votes,vote_share,parliament_code_digits,constituency,state,winner,total_votes
2013,KAMARUDIN BIN JAFFAR,PR,PAS,46151,56.50358725727858,019,TUMPAT,Kelantan,1,81678
2013,MANSOR BIN SALLEH,BN,UMNO,35527,43.49641274272142,019,TUMPAT,Kelantan,0,81678
2013,AHMAD MARZUK BIN SHAARY,PR,PAS,35419,50.142276710505826,025,BACHOK,Kelantan,1,70637
2013,AWANG ADEK BIN HUSSIN,BN,UMNO,35218,49.857723289494174,025,BACHOK,Kelantan,0,70637
2013,ANNUAR BIN MUSA,BN,UMNO,26912,50.92147587511826,026,KETEREH,Kelantan,1,52850
2013,AB AZIZ BIN AB KADIR,PR,PKR,25938,49.07852412488174,026,KETEREH,Kelantan,0,52850
2013,AHMAD JAZLAN BIN YAAKUB,BN,UMNO,25660,50.796793031772744,029,MACHANG,Kelantan,1,50515
2013,WAN ZAWAWI BIN WAN ISMAIL,PR,PKR,24855,49.203206968227256,029,MACHANG,Kelantan,0,50515
2013,MUSTAPA BIN MOHAMED,BN,UMNO,21223,57.08637060548188,030,JELI,Kelantan,1,37177
2013,MOHD APANDI BIN MOHAMAD,PR,PAS,15954,42.91362939451812,030,JELI,Kelantan,0,37177
2013,IDRIS BIN JUSOH,BN,UMNO,35232,56.714207527124046,033,BESUT,Terengganu,1,62122
2013,RIDUAN BIN MOHAMAD NOR,PR,PAS,26890,43.285792472875954,033,BESUT,Terengganu,0,62122
2013,CHE MOHAMAD ZULKIFLY BIN JUSOH,BN,UMNO,33198,56.79434759550408,034,SETIU,Terengganu,1,58453
2013,OMAR BIN SIDEK,PR,PAS,25255,43.20565240449592,034,SETIU,Terengganu,0,58453
2013,ABDUL HADI BIN AWANG,PR,PAS,42984,53.16906635000742,037,MARANG,Terengganu,1,80844
2013,YAHYA BIN KHATIB MOHAMAD,BN,UMNO,37860,46.83093364999258,037,MARANG,Terengganu,0,80844
2013,WAN HASSAN BIN MOHD RAMLI,PR,PAS,35348,52.6497661532962,039,DUNGUN,Terengganu,1,67138
2013,ROSLI BIN MAT HASSAN,BN,UMNO,31406,46.778277577526886,039,DUNGUN,Terengganu,0,67138
2013,MAZLAN BIN HARUN,,IND,384,0.5719562691769192,039,DUNGUN,Terengganu,0,67138
2013,AHD SHABERY BIN CHEEK,BN,UMNO,45525,57.813928680280405,040,KEMAMAN,Terengganu,1,78744
2013,KAMARUDIN BIN CHIK,PR,PKR,33219,42.186071319719595,040,KEMAMAN,Terengganu,0,78744
2013,LIM GUAN ENG,PR,DAP,46466,78.62134312448183,043,BAGAN,Penang,1,59101
2013,CHUA TEIK SIANG,BN,MCA,12307,20.823674726315968,043,BAGAN,Penang,0,59101
2013,LIM KIM CHU,,PCM,328,0.5549821492022131,043,BAGAN,Penang,0,59101
2013,NG WEI AIK,PR,DAP,35510,83.79941002949853,049,TANJONG,Penang,1,42375
2013,NG SONG KHENG,BN,GERAKAN,6865,16.200589970501476,049,TANJONG,Penang,0,42375
2013,OOI CHUAN AUN,PR,DAP,43211,71.22066191983123,050,JELUTONG,Penang,1,60672
2013,NG FOOK ON,BN,GERAKAN,17461,28.779338080168777,050,JELUTONG,Penang,0,60672
2013,HASBULLAH BIN OSMAN,BN,UMNO,16415,61.67806417674908,054,GRIK,Perak,1,26614
2013,NORHAYATI BINTI KASIM,PR,PAS,10199,38.32193582325092,054,GRIK,Perak,0,26614
2013,SHAMSUL ANUAR BIN NASARAH,BN,UMNO,13285,57.468529653501754,055,LENGGONG,Perak,1,23117
2013,RAZMAN BIN ZAKARIA,PR,PAS,9832,42.531470346498246,055,LENGGONG,Perak,0,23117
2013,HAMZAH BIN ZAINUDIN,BN,UMNO,22184,56.37611181702668,056,LARUT,Perak,1,39350
2013,MOHD FAUZI BIN SA'ARI,PR,PAS,16888,42.91740787801779,056,LARUT,Perak,0,39350
2013,RAVEENDRAN A/L MVALLIKANA,,IND,278,0.7064803049555273,056,LARUT,Perak,0,39350
2013,NGA KOR MING,PR,DAP,37275,59.35037019345594,060,TAIPING,Perak,1,62805
2013,TAN LIAN HOE,BN,GERAKAN,25530,40.64962980654406,060,TAIPING,Perak,0,62805
2013,AHMAD HUSNI BIN MOHAMAD HANADZLAH,BN,UMNO,42093,56.22820961515342,063,TAMBUN,Perak,1,74861
2013,SITI AISHAH BINTI SHAIK ISMAIL,PR,PKR,32768,43.77179038484658,063,TAMBUN,Perak,0,74861
2013,NGEH KOO HAM,PR,DAP,21939,56.51322737693516,068,BERUAS,Perak,1,38821
2013,CHANG KO YOUN,BN,GERAKAN,16882,43.48677262306484,068,BERUAS,Perak,0,38821
2013,MOHD ZAIM BIN ABU HASAN,BN,UMNO,16253,58.02777678603306,069,PARIT,Perak,1,28009
2013,MUHAMMAD ISMI BIN MAT TAIB,PR,PAS,11756,41.97222321396694,069,PARIT,Perak,0,28009
2013,KO CHUNG SEN,PR,DAP,26863,55.5870545875926,070,KAMPAR,Perak,1,48326
2013,LEE CHEE LEONG,BN,MCA,21463,44.4129454124074,070,KAMPAR,Perak,0,48326
2013,LEE BOON CHYE,PR,PKR,47558,59.591263924217174,071,GOPENG,Perak,1,79807
2013,TAN CHIN MENG,BN,MCA,32249,40.408736075782826,071,GOPENG,Perak,0,79807
2013,SARAVANAN A/L MURUGAN,BN,MIC,20670,57.73259224087367,072,TAPAH,Perak,1,35803
2013,VASANTHA KUMAR A/L KRISHNAN,PR,PKR,12743,35.591989498086754,072,TAPAH,Perak,0,35803
2013,SHAHARUZZAMAN BIN BISTAMAM,,BERJASA,2053,5.734156355612658,072,TAPAH,Perak,0,35803
2013,RIDZUAN BIN BANI,,IND,337,0.9412619054269196,072,TAPAH,Perak,0,35803
2013,MOHAMAD IMRAN BIN ABD HAMID,PR,PKR,40308,55.63714664310954,074,LUMUT,Perak,1,72448
2013,KONG CHO HA,BN,MCA,32140,44.36285335689046,074,LUMUT,Perak,0,72448
2013,ABDUL RAHMAN BIN MOHAMAD,BN,UMNO,14863,55.960090361445786,079,LIPIS,Pahang,1,26560
2013,MOHD MAHYUDDIN BIN GHAZAL @ RAZALI,PR,PAS,11394,42.899096385542165,079,LIPIS,Pahang,0,26560
2013,AISHATON BINTI ABU BAKAR,,IND,303,1.1408132530120483,079,LIPIS,Pahang,0,26560
2013,MOHD ARIFF SABRI BIN ABDUL AZIZ,PR,DAP,23415,53.19656488549618,080,RAUB,Pahang,1,44016
2013,HOH KHAI MUN,BN,MCA,20601,46.80343511450382,080,RAUB,Pahang,0,44016
2013,AHMAD NAZLAN BIN IDRIS,BN,UMNO,26544,54.66677650547821,081,JERANTUT,Pahang,1,48556
2013,DR HAMZAH BIN JAAFFAR,PR,PAS,22012,45.33322349452179,081,JERANTUT,Pahang,0,48556
2013,FUZIAH BINTI SALLEH,PR,PKR,25834,54.787606302886346,083,KUANTAN,Pahang,1,47153
2013,MOHAMED SUFFIAN BIN AWANG,BN,UMNO,21319,45.212393697113654,083,KUANTAN,Pahang,0,47153
2013,MOHD NAJIB BIN HJ ABD RAZAK,BN,UMNO,51278,76.59949509284017,085,PEKAN,Pahang,1,66943
2013,MOHD FARIZ B ABD TALIB @ MUSA,PR,PKR,15665,23.40050490715982,085,PEKAN,Pahang,0,66943
2013,ISMAIL BIN ABD MUTTALIB,BN,UMNO,19249,60.10992099428536,086,MARAN,Pahang,1,32023
2013,MUJIBUR RAHMAN BIN ISHAK,PR,PAS,12774,39.89007900571464,086,MARAN,Pahang,0,32023
2013,NASRUDIN BIN HASSAN,PR,PAS,28267,50.96458964373287,088,TEMERLOH,Pahang,1,55464
2013,SAIFUDDIN BIN ABDULLAH,BN,UMNO,27197,49.03541035626713,088,TEMERLOH,Pahang,0,55464
2013,LIOW TIONG LAI,BN,MCA,25947,50.367854023100065,089,BENTONG,Pahang,1,51515
2013,WONG TACK,PR,DAP,25568,49.632145976899935,089,BENTONG,Pahang,0,51515
2013,ISMAIL SABRI BIN YAAKOB,BN,UMNO,21669,51.759226083840915,090,BERA,Pahang,1,41865
2013,ZAKARIA BIN ABDUL HAMID,PR,PKR,19526,46.64039173533978,090,BERA,Pahang,0,41865
2013,MOHD WALI BIN ALANG AHAMAD,,IND,670,1.6003821808193002,090,BERA,Pahang,0,41865
2013,JAMALUDIN BIN JARJIS,BN,UMNO,30040,66.80603122359116,091,ROMPIN,Pahang,1,44966
2013,NURIDAH BINTI MOHD SALLEH,PR,PAS,14926,33.193968776408845,091,ROMPIN,Pahang,0,44966
2013,WILLIAM LEONG JEE KEEN,PR,PKR,52287,57.53411091549296,097,SELAYANG,Selangor,1,90880
2013,LIM SIANG CHAI,BN,MCA,34441,37.897227112676056,097,SELAYANG,Selangor,0,90880
2013,HAJI MOHD HAZIZI BIN AB RAHMAN,,BERJASA,4152,4.568661971830986,097,SELAYANG,Selangor,0,90880
2013,MOHAMED AZMIN BIN ALI,PR,PKR,54827,52.020987912025355,098,GOMBAK,Selangor,1,105394
2013,RAMAN BIN ISMAIL,BN,UMNO,50093,47.52927111600281,098,GOMBAK,Selangor,0,105394
2013,SAID NAZAR BIN ABU BAKER,,IND,474,0.449740971971839,098,GOMBAK,Selangor,0,105394
2013,ZURAIDA BINTI KAMARUDDIN,PR,PKR,41969,59.39569770733088,099,AMPANG,Selangor,1,70660
2013,ROZAIDAH BINTI TALIB,BN,UMNO,28691,40.60430229266912,099,AMPANG,Selangor,0,70660
2013,MOHD RAFIZI BIN RAMLI,PR,PKR,48183,66.87253650141564,100,PANDAN,Selangor,1,72052
2013,LIM CHIN YEE,BN,MCA,21454,29.77571753733415,100,PANDAN,Selangor,0,72052
2013,TAN YEW LENG,,IND,2415,3.351745961250208,100,PANDAN,Selangor,0,72052
2013,ONG KIAN MING,PR,DAP,79238,68.14999569966457,102,SERDANG,Selangor,1,116270
2013,YAP PIAN HON,BN,MCA,37032,31.850004300335428,102,SERDANG,Selangor,0,116270
2013,GOBIND SINGH DEO,PR,DAP,62938,67.6214624922105,103,PUCHONG,Selangor,1,93074
2013,A KOHILAN PILLAY A/L G APPU,BN,GERAKAN,30136,32.3785375077895,103,PUCHONG,Selangor,0,93074
2013,PUA KIAM WEE,PR,DAP,57407,81.84397365344587,106,PJ UTARA,Selangor,1,70142
2013,CHEW HOONG LING,BN,MCA,12735,18.156026346554132,106,PJ UTARA,Selangor,0,70142
2013,SIVARASA A/L K RASIAH,PR,PKR,66268,59.7283436533903,107,SUBANG,Selangor,1,110949
2013,PAKAS RAO A/L APPLANAIDOO,BN,MIC,39549,35.646107671092125,107,SUBANG,Selangor,0,110949
2013,MOHAMAD BIN ISMAIL,,BERJASA,4454,4.014457092898539,107,SUBANG,Selangor,0,110949
2013,NAZARUDDIN BIN MOHAMED FERDOOS,,IND,460,0.4146049085615914,107,SUBANG,Selangor,0,110949
2013,EDROS BIN ABDULLAH,,IND,218,0.19648667405744982,107,SUBANG,Selangor,0,110949
2013,G MANIVANNAN A/L GOWINDASAMY,PR,PKR,69849,56.18032655030966,109,KAPAR,Selangor,1,124330
2013,SAKTHIVEL A/L ALAGAPPAN,BN,MIC,46059,37.04576530201882,109,KAPAR,Selangor,0,124330
2013,MOHD PATHAN BIN HUSSIN,,BERJASA,6289,5.058312555296388,109,KAPAR,Selangor,0,124330
2013,NORHAMZAH BIN SURATMAN,,IND,1067,0.8581999517413336,109,KAPAR,Selangor,0,124330
2013,MOHD NAZRI BIN ABDUL AZIZ,,IND,835,0.6715997747928899,109,KAPAR,Selangor,0,124330
2013,PALAYA A/L RENGAIAH,,IND,231,0.18579586584090726,109,KAPAR,Selangor,0,124330
2013,CHARLES ANTHONY A/L R SANTIAGO,PR,DAP,53719,64.91486713472624,110,KLANG,Selangor,1,82753
2013,TEH KIM POO,BN,MCA,29034,35.08513286527376,110,KLANG,Selangor,0,82753
2013,MOHAMED HANIPA BIN MAIDIN,PR,PAS,36774,49.87995930824008,113,SEPANG,Selangor,1,73725
2013,MOHD ZIN BIN MOHAMED,BN,UMNO,35670,48.38250254323499,113,SEPANG,Selangor,0,73725
2013,SUHAIMI BIN MOHD GHAZALI,,IND,963,1.306205493387589,113,SEPANG,Selangor,0,73725
2013,HANAPIAH BIN MOHAMAD,,IND,318,0.4313326551373347,113,SEPANG,Selangor,0,73725
2013,TAN SENG GIAW @ TAN CHUN TIN,PR,DAP,47837,82.30163099580207,114,KEPONG,Federal Territories,1,58124
2013,CHANDRAKUMANAN A/L ARUMUGAM,BN,PPP,7530,12.955061592457504,114,KEPONG,Federal Territories,0,58124
2013,YEE POH PING,,IND,2757,4.7433074117404175,114,KEPONG,Federal Territories,0,58124
2013,CHUA TIAN CHANG,PR,PKR,41672,58.378863018688186,115,BATU,Federal Territories,1,71382
2013,DOMINIC LAU HOE CHAI,BN,GERAKAN,28388,39.76912947241602,115,BATU,Federal Territories,0,71382
2013,HASHIM BIN ABDUL KARIM,,BERJASA,949,1.3294668123616598,115,BATU,Federal Territories,0,71382
2013,NAZARIAH BINTI ABBAS,,IND,209,0.2927908996665826,115,BATU,Federal Territories,0,71382
2013,ATAN BIN JASIN,,IND,164,0.22974979686755764,115,BATU,Federal Territories,0,71382
2013,LIM LIP ENG,PR,DAP,41383,65.1013890855318,117,SEGAMBUT,Federal Territories,1,63567
2013,JAYANTHI DEVI A/P BALAGURU,BN,GERAKAN,22184,34.8986109144682,117,SEGAMBUT,Federal Territories,0,63567
2013,AHMAD FAUZI BIN ZAHARI,BN,UMNO,26809,51.330703837022284,118,SETIAWANGSA,Federal Territories,1,52228
2013,IBRAHIM BIN YAACOB,PR,PKR,25419,48.669296162977716,118,SETIAWANGSA,Federal Territories,0,52228
2013,JOHARI BIN ABDUL GHANI,BN,UMNO,23034,50.95792221583116,119,TITIWANGSA,Federal Territories,1,45202
2013,AHMAD ZAMRI BIN ASA'AD KHUZAMI,PR,PAS,22168,49.04207778416884,119,TITIWANGSA,Federal Territories,0,45202
2013,TERESA KOK SUH SIM,PR,DAP,61500,86.07658716829023,122,SEPUTEH,Federal Territories,1,71448
2013,WONG SIAW TING,BN,MCA,9948,13.923412831709776,122,SEPUTEH,Federal Territories,0,71448
2013,TAN KOK WAI,PR,DAP,48249,81.65479192404678,123,CHERAS,Federal Territories,1,59089
2013,TEOH CHEE HOOI,BN,MCA,10840,18.345208075953224,123,CHERAS,Federal Territories,0,59089
2013,TENGKU ADNAN BIN TENGKU MANSOR,BN,UMNO,9943,69.31334959916347,125,PUTRAJAYA,Federal Territories,1,14345
2013,HUSAM BIN MUSA,PR,PAS,4402,30.686650400836527,125,PUTRAJAYA,Federal Territories,0,14345
2013,ZAINUDIN BIN ISMAIL,BN,UMNO,22114,59.56312117865704,126,JELEBU,Negeri Sembilan,1,37127
2013,RAJ MUNNI BINTI SABU,PR,PAS,15013,40.43687882134296,126,JELEBU,Negeri Sembilan,0,37127
2013,MOHD ISA BIN ABDUL SAMAD,BN,UMNO,31109,58.034848145660774,127,JEMPOL,Negeri Sembilan,1,53604
2013,WAN AISHAH BINTI WAN ARIFFIN,PR,PAS,22495,41.965151854339226,127,JEMPOL,Negeri Sembilan,0,53604
2013,LOKE SIEW FOOK,PR,DAP,45628,53.134279692103455,128,SEREMBAN,Negeri Sembilan,1,85873
2013,YEOW CHAI THIAM,BN,MCA,33075,38.516180871752475,128,SEREMBAN,Negeri Sembilan,0,85873
2013,ABDUL HALIM BIN ABDULLAH,,BERJASA,6866,7.995528280134617,128,SEREMBAN,Negeri Sembilan,0,85873
2013,JOHN A/L FERNANDEZ,,IND,221,0.2573567943358215,128,SEREMBAN,Negeri Sembilan,0,85873
2013,BUJANG BIN ABU,,IND,83,0.09665436167363432,128,SEREMBAN,Negeri Sembilan,0,85873
2013,TEO KOK SEONG,PR,DAP,48964,65.7738135217549,130,RASAH,Negeri Sembilan,1,74443
2013,TEO ENG KIAN,BN,MCA,25479,34.2261864782451,130,RASAH,Negeri Sembilan,0,74443
2013,KHAIRY JAMALUDDIN ABU BAKAR,BN,UMNO,43053,63.24441049446191,131,REMBAU,Negeri Sembilan,1,68074
2013,RADZALI BIN A GHANI,PR,PKR,24696,36.278167876134795,131,REMBAU,Negeri Sembilan,0,68074
2013,ABDUL AZIZ BIN HASSAN,,IND,325,0.4774216294032964,131,REMBAU,Negeri Sembilan,0,68074
2013,SHAZIMAN BIN ABU MANSOR,BN,UMNO,29390,61.720357847872656,133,TAMPIN,Negeri Sembilan,1,47618
2013,ABDUL RAZAKEK BIN ABDUL RAHIM,PR,PAS,18228,38.279642152127344,133,TAMPIN,Negeri Sembilan,0,47618
2013,AHMAD BIN HAMZAH,BN,UMNO,33736,60.557540074314744,139,JASIN,Melaka,1,55709
2013,RAHMAT BIN YUSOF,PR,PKR,21973,39.442459925685256,139,JASIN,Melaka,0,55709
2013,SUBRAMANIAM A/L KV SATHASIVAM,BN,MIC,20037,51.565998404405896,140,SEGAMAT,Johor,1,38857
2013,DATO CHUA JUI MENG,PR,PKR,18820,48.434001595594104,140,SEGAMAT,Johor,0,38857
2013,ANUAR BIN ABD MANAP,BN,UMNO,19934,54.07883671088685,141,SEKIJANG,Johor,1,36861
2013,JULAILEY BIN JEMADI,PR,PKR,16927,45.92116328911315,141,SEKIJANG,Johor,0,36861
2013,CHUA TEE YONG,BN,MCA,15821,50.56409600818179,142,LABIS,Johor,1,31289
2013,RAMAKRISHNAN A/L SUPPIAH,PR,DAP,15468,49.43590399181821,142,LABIS,Johor,0,31289
2013,MUHYIDDIN BIN MOHD YASSIN,BN,UMNO,26274,66.17135949226817,143,PAGOH,Johor,1,39706
2013,MOHAMAD ROZALI BIN JAMIL,PR,PAS,13432,33.828640507731826,143,PAGOH,Johor,0,39706
2013,HAMIM BIN SAMURI,BN,UMNO,30619,51.65932749573991,144,LEDANG,Johor,1,59271
2013,HASSAN BIN ABDUL KARIM,PR,PKR,28652,48.34067250426009,144,LEDANG,Johor,0,59271
2013,ER TECK HWA,PR,DAP,31118,54.43159754412356,145,BAKRI,Johor,1,57169
2013,LEE CHING YONG,BN,MCA,26051,45.56840245587644,145,BAKRI,Johor,0,57169
2013,RAZALI BIN IBRAHIM,BN,UMNO,20867,52.05298343643983,146,MUAR,Johor,1,40088
2013,NOR HIZWAN BIN AHMAD,PR,PKR,19221,47.94701656356017,146,MUAR,Johor,0,40088
2013,LIEW CHIN TONG,PR,DAP,40574,54.98651560530703,152,KLUANG,Johor,1,73789
2013,HOU KOK CHUNG,BN,MCA,33215,45.01348439469297,152,KLUANG,Johor,0,73789
2013,HISHAMMUDDIN BIN DATUK HUSSEIN,BN,UMNO,22841,65.16504521982255,153,SEMBRONG,Johor,1,35051
2013,ONN BIN ABU BAKAR,PR,PKR,12210,34.834954780177455,153,SEMBRONG,Johor,0,35051
2013,ABD LATIFF BIN AHMAD,BN,UMNO,26184,71.49995903989515,154,MERSING,Johor,1,36621
2013,ROSLAN BIN NIKMAT,PR,PAS,10437,28.500040960104858,154,MERSING,Johor,0,36621
2013,HALIMAH BINTI MOHD SADIQUE,BN,UMNO,25698,75.14035087719299,155,TENGGARA,Johor,1,34200
2013,MUHAMAD SAID BIN JONIT,PR,PAS,8502,24.859649122807017,155,TENGGARA,Johor,0,34200
2013,AZALINA BINTI OTHMAN,BN,UMNO,26992,83.64165969446252,157,PENGERANG,Johor,1,32271
2013,TENGKU INTAN BINTI TENGKU ABDUL HAMID,PR,PKR,4484,13.894828173902265,157,PENGERANG,Johor,0,32271
2013,MOHD AZAMAN BIN JOHARI,,IND,795,2.4635121316352144,157,PENGERANG,Johor,0,32271
2013,KHOO SOO SEANG,BN,MCA,39985,51.12975205554774,158,TEBRAU,Johor,1,78203
2013,CHOONG SHIAU YOON,PR,PKR,38218,48.87024794445226,158,TEBRAU,Johor,0,78203
2013,NUR JAZLAN BIN MOHAMED,BN,UMNO,43751,51.913949404338126,161,PULAI,Johor,1,84276
2013,SALAHUDDIN BIN AYUB,PR,PAS,40525,48.086050595661874,161,PULAI,Johor,0,84276
2013,TEO NIE CHING,PR,DAP,43338,58.992159425024504,163,KULAI,Johor,1,73464
2013,TAY CHIN HEIN,BN,MCA,29888,40.6838723728629,163,KULAI,Johor,0,73464
2013,SURENDIRAN A/L KUPPAYAH,,IND,238,0.32396820211259936,163,KULAI,Johor,0,73464
2013,AHMAD BIN MASLAN,BN,UMNO,27804,66.38809961557747,164,PONTIAN,Johor,1,41881
2013,HANIFF @ GHAZALI BIN HOSMAN,PR,PKR,14077,33.61190038442253,164,PONTIAN,Johor,0,41881
2013,ROZMAN BIN ISLI,BN,UMNO,12694,66.29066791999583,166,LABUAN,Sabah,1,19149
2013,TAN SRI IBRAHIM BIN MENUDIN,PR,PKR,6069,31.69356102146326,166,LABUAN,Sabah,0,19149
2013,HADNAN BIN MOHAMAD,PR,PAS,386,2.015771058540916,166,LABUAN,Sabah,0,19149
2013,DATUK ABD RAHIM BIN BAKRI,BN,UMNO,21883,61.75358392595101,167,KUDAT,Sabah,1,35436
2013,RAHIMAH BINTI MAJID,PR,PKR,9507,26.82864883169658,167,KUDAT,Sabah,0,35436
2013,JUTIRIM BIN GALIBAI GALABI,,STAR,3083,8.700191895247771,167,KUDAT,Sabah,0,35436
2013,MOJURIP BIN DIYUN,,SAPP,963,2.7175753471046393,167,KUDAT,Sabah,0,35436
2013,MADIUS BIN TANGAU,BN,UPKO,20685,51.77333366705879,170,TUARAN,Sabah,1,39953
2013,MOJILIP BIN BUMBURING @ WILFRED,PR,PKR,15495,38.78307010737617,170,TUARAN,Sabah,0,39953
2013,ERVEANA ANSARI ALI,,IND,2264,5.6666583235301475,170,TUARAN,Sabah,0,39953
2013,SAMIN @ JASMIN BIN DULIN,,STAR,1509,3.776937902034891,170,TUARAN,Sabah,0,39953
2013,DATUK JUMAT BIN IDRIS,BN,UMNO,22845,54.0722857345736,171,SEPANGGAR,Sabah,1,42249
2013,JEFFREY KUMIN @ JOHN,PR,DAP,13403,31.723827782906103,171,SEPANGGAR,Sabah,0,42249
2013,CHIN HON KIONG,,SAPP,4070,9.633364103292386,171,SEPANGGAR,Sabah,0,42249
2013,DANIEL JOHN JAMBUN,,STAR,1931,4.570522379227911,171,SEPANGGAR,Sabah,0,42249
2013,MAKIN @ MARCUS MOJIGOH,BN,UPKO,17465,60.027496133356244,173,PUTATAN,Sabah,1,29095
2013,LEE HAN KYUN @ JOSEPH LEE,PR,DAP,7958,27.35177865612648,173,PUTATAN,Sabah,0,29095
2013,AWANG AHMAD SAH,,STAR,2604,8.949991407458326,173,PUTATAN,Sabah,0,29095
2013,DULI @ DULLIE BIN MARI @ MARIE,,SAPP,1068,3.670733803058945,173,PUTATAN,Sabah,0,29095
2013,IGNATIUS DORELL LEIKING,PR,PKR,22598,62.60007202415579,174,PENAMPANG,Sabah,1,36099
2013,BERNARD GILUK DOMPOK,BN,UPKO,12382,34.30011911687304,174,PENAMPANG,Sabah,0,36099
2013,MELANIA @ MELANIE ANNOL,,STAR,1119,3.0998088589711625,174,PENAMPANG,Sabah,0,36099
2013,DATUK ROSNAH BINTI HJ ABD RASHID SHIRLIN,BN,UMNO,21196,64.82948463067747,175,PAPAR,Sabah,1,32695
2013,MOHAMMAD YAHYA @ YAHYA BIN LAMPONG,PR,PKR,10661,32.60743232910231,175,PAPAR,Sabah,0,32695
2013,BALON BIN MUJIM,,STAR,838,2.563083040220217,175,PAPAR,Sabah,0,32695
2013,DATUK ANIFAH BIN AMAN @ HANIFF AMMAN,BN,UMNO,13754,60.657111356119074,176,KIMANIS,Sabah,1,22675
2013,JAAFAR BIN ISMAIL,PR,PKR,8031,35.41786108048512,176,KIMANIS,Sabah,0,22675
2013,JAMIL BIN WILLIAM CORE,,SAPP,650,2.866593164277839,176,KIMANIS,Sabah,0,22675
2013,LUSIN BIN BALANGON,,STAR,240,1.0584343991179714,176,KIMANIS,Sabah,0,22675
2013,DATUK AZIZAH BINTI MOHD DUN,BN,UMNO,12827,50.51988972036235,177,BEAUFORT,Sabah,1,25390
2013,LAJIM BIN UKIN,PR,PKR,12154,47.86923985821189,177,BEAUFORT,Sabah,0,25390
2013,GUAN DEE BIN KOH HOI,,STAR,409,1.610870421425758,177,BEAUFORT,Sabah,0,25390
2013,DATUK SAPAWI BIN AMAT WASALI @ AHMAD,BN,UMNO,16377,68.83984867591425,178,SIPITANG,Sabah,1,23790
2013,RAMLE BIN DUA @ RAMLI DUA LEE,PR,PKR,6908,29.037410676754938,178,SIPITANG,Sabah,0,23790
2013,KAMIS BIN DAMING,,SAPP,505,2.1227406473308115,178,SIPITANG,Sabah,0,23790
2013,EWON EBIN,BN,UPKO,15434,50.22453628376179,179,RANAU,Sabah,1,30730
2013,JONATHAN BIN YASIN,PR,PKR,11823,38.47380410022779,179,RANAU,Sabah,0,30730
2013,ULIANAH BTE SITUN @ WIDYA JULIA,,STAR,2559,8.327367393426618,179,RANAU,Sabah,0,30730
2013,YAZID BIN SAHJINAN,,IND,914,2.974292222583794,179,RANAU,Sabah,0,30730
2013,JOSEPH PAIRIN KITINGAN,BN,PBS,15818,44.50384041864783,180,KENINGAU,Sabah,1,35543
2013,GAPARI BIN KATINGAN @ GEOFFREY KITINGAN,,STAR,11900,33.48057282727963,180,KENINGAU,Sabah,0,35543
2013,STEPHEN SANDOR,PR,PKR,7825,22.015586754072533,180,KENINGAU,Sabah,0,35543
2013,DATUK RAIME BIN UNGGI,BN,UMNO,9771,48.147235636148615,181,TENOM,Sabah,1,20294
2013,MASDIN BIN TUMAS,PR,PKR,5885,28.998718833152655,181,TENOM,Sabah,0,20294
2013,HASMIN @ AZROY BIN ABDULLAH,,STAR,2449,12.067606189021385,181,TENOM,Sabah,0,20294
2013,JAINEH BIN JUAYA @ JIMMY JAWATAH,,SAPP,1766,8.702079432344535,181,TENOM,Sabah,0,20294
2013,MUTANG @ SYLVESTER BIN DAWAT,,KITA,423,2.084359909332808,181,TENOM,Sabah,0,20294
2013,JOSEPH KURUP,BN,PBRS,9467,45.305321592649314,182,PENSIANGAN,Sabah,1,20896
2013,RICHARD SAKIAN BIN GUNTING,PR,PKR,7723,36.959226646248084,182,PENSIANGAN,Sabah,0,20896
2013,MARTIN TOMY @ TOMMY,,STAR,3554,17.00803981623277,182,PENSIANGAN,Sabah,0,20896
2013,FATIMAH BINTI AGITOR @ MOHD DAUD,,IND,152,0.7274119448698315,182,PENSIANGAN,Sabah,0,20896
2013,RONALD KIANDEE,BN,UMNO,13174,71.74599716806448,183,BELURAN,Sabah,1,18362
2013,JAMES BIN MIKI,PR,PKR,3186,17.351051083759938,183,BELURAN,Sabah,0,18362
2013,RAIMON BIN LANJAT,,STAR,1460,7.951203572595578,183,BELURAN,Sabah,0,18362
2013,DATU KAMARUDDIN BIN DATU MUSTAPHA,,IND,542,2.9517481755800024,183,BELURAN,Sabah,0,18362
2013,DATUK JUSLIE BIN AJIROL,BN,UMNO,19584,62.56269367153308,184,LIBARAN,Sabah,1,31303
2013,MOHD SERMAN BIN HASSNAR,PR,PKR,7998,25.550266747596076,184,LIBARAN,Sabah,0,31303
2013,SAHAR BIN SAKA,,IND,3219,10.283359422419576,184,LIBARAN,Sabah,0,31303
2013,ROSNAH BINTI UNSARI,,STAR,502,1.6036801584512665,184,LIBARAN,Sabah,0,31303
2013,WONG TIEN FATT @ WONG NYUK FOH,PR,DAP,14226,51.98801344832627,186,SANDAKAN,Sabah,1,27364
2013,LIEW VUI KEONG,BN,LDP,13138,48.01198655167373,186,SANDAKAN,Sabah,0,27364
2013,DATUK MOKTAR BIN RADIN,BN,UMNO,13377,69.28934010152284,187,KINABATANGAN,Sabah,1,19306
2013,ABDULLAH BIN ABDUL SANI,PR,PKR,3646,18.885320625712215,187,KINABATANGAN,Sabah,0,19306
