year,name,coalition,party_code,votes,vote_share,parliament_code_digits,constituency,state,winner,total_votes
2018,LEOW HSIAD HUI,PH,PKR,40783,47.8555755036904,094,HULU SELANGOR,SELANGOR,1,85221
2018,KAMALANATHAN PANCHANATHAN,BN,MIC,27392,32.14231234085496,094,HULU SELANGOR,SELANGOR,0,85221
2018,WAN MAT SULAIMAN,GS,PAS,16620,19.50223536452283,094,HULU SELANGOR,SELANGOR,0,85221
2018,KUMAR PARAMASIVAM,,IND,426,0.4998767909318126,094,HULU SELANGOR,SELANGOR,0,85221
2018,NOH OMAR,BN,UMNO,17596,43.449059212800634,095,TANJONG KARANG,SELANGOR,1,40498
2018,ZULKAFPERI HANAPI,PH,PPBM,15626,38.584621462788284,095,TANJONG KARANG,SELANGOR,0,40498
2018,NOR AZ AZLAN AHMAD,GS,PAS,7276,17.96631932441108,095,TANJONG KARANG,SELANGOR,0,40498
2018,DZULKEFLY AHMAD,PH,AMANAH,29842,49.96902262185831,096,KUALA SELANGOR,SELANGOR,1,59721
2018,IRMOHIZAM IBRAHIM,BN,UMNO,21344,35.73952211115018,096,KUALA SELANGOR,SELANGOR,0,59721
2018,MOHD FAKARUDDIN ISMAIL,GS,PAS,8535,14.29145526699151,096,KUALA SELANGOR,SELANGOR,0,59721
2018,WILLIAM LEONG JEE KEEN,PH,PKR,60158,61.38446154160119,097,SELAYANG,SELANGOR,1,98002
2018,KANG MENG FUAT,BN,MCA,19501,19.89857349850003,097,SELAYANG,SELANGOR,0,98002
2018,HASHIM ABD KARIM,GS,PAS,18343,18.716964959898778,097,SELAYANG,SELANGOR,0,98002
2018,MOHAMED AZMIN ALI,PH,PKR,75113,63.09789822079602,098,GOMBAK,SELANGOR,1,119042
2018,ABDUL RAHIM PANDAK KAMARUDIN,BN,UMNO,26392,22.17032643940794,098,GOMBAK,SELANGOR,0,119042
2018,KHAIRIL NIZAM KHIRUDIN,GS,PAS,17537,14.73177533979604,098,GOMBAK,SELANGOR,0,119042
2018,ZURAIDA KAMARUDDIN,PH,PKR,54307,70.94317439581972,099,AMPANG,SELANGOR,1,76550
2018,LEONG KIM SOON,BN,MCA,12351,16.134552580013064,099,AMPANG,SELANGOR,0,76550
2018,NURUL ISLAM MOHAMED YUSOFF,GS,PAS,9598,12.538210320052253,099,AMPANG,SELANGOR,0,76550
2018,TAN HUA MENG,,PRM,294,0.3840627041149575,099,AMPANG,SELANGOR,0,76550
2018,WAN AZIZAH WAN ISMAIL,PH,PKR,64733,75.46925641802878,100,PANDAN,SELANGOR,1,85774
2018,LEONG KOK WEE,BN,MCA,12190,14.211765803157133,100,PANDAN,SELANGOR,0,85774
2018,MOHAMED SUKRI OMAR,GS,PAS,8336,9.71856273462821,100,PANDAN,SELANGOR,0,85774
2018,LEE YING HA,,PRM,442,0.5153076689906032,100,PANDAN,SELANGOR,0,85774
2018,MOHD KHAIRUL AZAM ABDUL AZIZ,,IND,73,0.08510737519528062,100,PANDAN,SELANGOR,0,85774
2018,HASANUDDIN MOHD YUNUS,PH,AMANAH,49004,55.530499620383694,101,HULU LANGAT,SELANGOR,1,88247
2018,AZMAN AHMAD,BN,UMNO,23580,26.720455086291885,101,HULU LANGAT,SELANGOR,0,88247
2018,CHE ROSLI CHE MAT,GS,PAS,15663,17.749045293324418,101,HULU LANGAT,SELANGOR,0,88247
2018,ONG KIAN MING,PH,DAP,102557,65.60415027474461,102,BANGI,SELANGOR,1,156327
2018,MOHD SHAFIE NGAH,GS,PAS,33789,21.614308468786582,102,BANGI,SELANGOR,0,156327
2018,LIEW YUEN KEONG,BN,MCA,19766,12.644009032348858,102,BANGI,SELANGOR,0,156327
2018,WAN JINN WOEI,,PRM,215,0.1375322241199537,102,BANGI,SELANGOR,0,156327
2018,GOBIND SINGH DEO,PH,DAP,60429,72.38913246603896,103,PUCHONG,SELANGOR,1,83478
2018,ANG CHIN TAT,BN,GERAKAN,12794,15.326193727688732,103,PUCHONG,SELANGOR,0,83478
2018,MOHAMAD ROSHARIZAN MOHD ROZLAN,GS,PAS,10255,12.28467380627231,103,PUCHONG,SELANGOR,0,83478
2018,WONG CHEN,PH,PKR,104430,83.07545443697546,104,SUBANG,SELANGOR,1,125705
2018,TAN SEONG LIM,BN,MCA,12077,9.607414184002227,104,SUBANG,SELANGOR,0,125705
2018,MOHD SHAHIR MOHD ADNAN,GS,IKATAN,9025,7.179507577264229,104,SUBANG,SELANGOR,0,125705
2018,TOH SIN WAH,,IND,173,0.1376238017580844,104,SUBANG,SELANGOR,0,125705
2018,MARIA CHIN ABDULLAH,PH,PKR,78984,68.51551453430373,105,PETALING JAYA,SELANGOR,1,115279
2018,CHEW HIAN TAT,BN,MCA,21847,18.95141352718188,105,PETALING JAYA,SELANGOR,0,115279
2018,NORAINI HUSSIN,GS,PAS,14448,12.533071938514388,105,PETALING JAYA,SELANGOR,0,115279
2018,PUA KIAM WEE,PH,DAP,121283,88.9954505429997,106,DAMANSARA,SELANGOR,1,136280
2018,HO KWOK XHENG,BN,MCA,14380,10.551805107132374,106,DAMANSARA,SELANGOR,0,136280
2018,WONG MUN KHEONG,,PRM,617,0.452744349867919,106,DAMANSARA,SELANGOR,0,136280
2018,SIVARASA RASIAH,PH,PKR,43631,55.97234159920976,107,SUNGAI BULOH,SELANGOR,1,77951
2018,NURIDAH MOHD SALLEH,GS,PAS,16997,21.804723480134957,107,SUNGAI BULOH,SELANGOR,0,77951
2018,PAKAS RAO APPLANAIDOO,BN,MIC,16681,21.39934061140973,107,SUNGAI BULOH,SELANGOR,0,77951
2018,ZAINURRIZZAMAN MOHRAM,,PSM,642,0.8235943092455517,107,SUNGAI BULOH,SELANGOR,0,77951
2018,KHALID ABD SAMAD,PH,AMANAH,55949,60.003431893010735,108,SHAH ALAM,SELANGOR,1,93243
2018,AZHARI SHAARI,BN,UMNO,22100,23.70151110539129,108,SHAH ALAM,SELANGOR,0,93243
2018,MOHD ZUHDI MARSUKI,GS,PAS,15194,16.295057001597975,108,SHAH ALAM,SELANGOR,0,93243
2018,ABDULLAH SANI ABDUL HAMID,PH,PKR,47731,44.98977312358026,109,KAPAR,SELANGOR,1,106093
2018,ABD RANI OSMAN,GS,PAS,31425,29.620238847049286,109,KAPAR,SELANGOR,0,106093
2018,MOHANA MUNIANDY RAMAN,BN,MIC,26412,24.895139170350543,109,KAPAR,SELANGOR,0,106093
2018,MANIKAVASAGAM SUNDARAM,,PRM,525,0.4948488590199165,109,KAPAR,SELANGOR,0,106093
2018,CHARLES ANTHONY R SANTIAGO,PH,DAP,98279,77.3399751325999,110,KLANG,SELANGOR,1,127074
2018,CHING EU BOON,BN,MCA,19506,15.35011095896879,110,KLANG,SELANGOR,0,127074
2018,KHAIRUL SHAH ABDULLAH,GS,PAS,9169,7.215480743503785,110,KLANG,SELANGOR,0,127074
2018,PUVANANDERAN GANASAMOORTHY,,IND,120,0.09443316492752254,110,KLANG,SELANGOR,0,127074
2018,MOHAMAD SABU,PH,AMANAH,90697,70.78734995239061,111,KOTA RAJA,SELANGOR,1,128126
2018,MOHAMED DIAH BAHARUN,GS,PAS,19555,15.262319903844652,111,KOTA RAJA,SELANGOR,0,128126
2018,GUNALAN VELU,BN,MIC,17874,13.950330143764731,111,KOTA RAJA,SELANGOR,0,128126
2018,XAVIER JAYAKUMAR ARULANANDAM,PH,PKR,43239,49.081126485578395,112,KUALA LANGAT,SELANGOR,1,88097
2018,SHAHRIL SUFIAN HAMDAN,BN,UMNO,26127,29.657082534024994,112,KUALA LANGAT,SELANGOR,0,88097
2018,YAHYA BABA,GS,PAS,18731,21.261790980396608,112,KUALA LANGAT,SELANGOR,0,88097
2018,MOHAMED HANIPA MAIDIN,PH,AMANAH,46740,51.55696747079652,113,SEPANG,SELANGOR,1,90657
2018,MARSUM PAING,BN,UMNO,28035,30.92425295343989,113,SEPANG,SELANGOR,0,90657
2018,SABIRIN MARSONO,GS,PAS,15882,17.518779575763592,113,SEPANG,SELANGOR,0,90657
2018,MAHATHIR MOHAMAD,PH,PPBM,18954,54.896168216178644,004,LANGKAWI,KEDAH,1,34527
2018,NAWAWI AHMAD,BN,UMNO,10061,29.139514003533467,004,LANGKAWI,KEDAH,0,34527
2018,ZUBIR AHMAD,GS,PAS,5512,15.96431778028789,004,LANGKAWI,KEDAH,0,34527
2018,MUKHRIZ MAHATHIR,PH,PPBM,18695,42.54955959669527,005,JERLUN,KEDAH,1,43937
2018,ABD GHANI AHMAD,GS,PAS,12829,29.198625304413138,005,JERLUN,KEDAH,0,43937
2018,OTHMAN AZIZ,BN,UMNO,12413,28.251815098891594,005,JERLUN,KEDAH,0,43937
2018,AMIRUDDIN HAMZAH,PH,PPBM,29984,49.69668843438194,006,KUBANG PASU,KEDAH,1,60334
2018,MOHD JOHARI BAHARUM,BN,UMNO,16975,28.135048231511256,006,KUBANG PASU,KEDAH,0,60334
2018,NORHAFIZA FADZIL,GS,PAS,13375,22.168263334106804,006,KUBANG PASU,KEDAH,0,60334
2018,MAHDZIR KHALID,BN,UMNO,16384,42.093363820877116,007,PADANG TERAP,KEDAH,1,38923
2018,MOHAMAD AZAM ABD MAJID @ ABD AZIZ,GS,PAS,15285,39.26984045423015,007,PADANG TERAP,KEDAH,0,38923
2018,MOHD KHAIRIZAL KHAZALI,PH,AMANAH,7254,18.636795724892735,007,PADANG TERAP,KEDAH,0,38923
2018,MAHFUZ OMAR,PH,AMANAH,28959,40.931448763250884,008,POKOK SENA,KEDAH,1,70750
2018,MUHAMAD RADHI MAT DIN,GS,PAS,23401,33.0756183745583,008,POKOK SENA,KEDAH,0,70750
2018,SAID ALI SAID RASTAN,BN,UMNO,18390,25.992932862190813,008,POKOK SENA,KEDAH,0,70750
2018,CHAN MING KAI,PH,PKR,32475,50.7969529649153,009,ALOR SETAR,KEDAH,1,63931
2018,MUHAMMAD AMINUR SHAFIQ MOHAMAD ABDUH,GS,PAS,17275,27.021319860474573,009,ALOR SETAR,KEDAH,0,63931
2018,YOO WEI HOW,BN,MCA,14181,22.181727174610128,009,ALOR SETAR,KEDAH,0,63931
2018,AZMAN ISMAIL,PH,PKR,36624,46.26169995073705,010,KUALA KEDAH,KEDAH,1,79167
2018,MUHAMMAD RIDUAN OTHMAN,GS,PAS,23143,29.233140070989176,010,KUALA KEDAH,KEDAH,0,79167
2018,ABDULLAH HASNAN KAMARUDDIN,BN,UMNO,19400,24.505159978273777,010,KUALA KEDAH,KEDAH,0,79167
2018,AWANG SOLAHUDIN,GS,PAS,26536,42.63085178164059,011,PENDANG,KEDAH,1,62246
2018,OTHMAN ABDUL,BN,UMNO,20728,33.30013173537255,011,PENDANG,KEDAH,0,62246
2018,WAN SAIFULRUDDIN WAN JAN,PH,PPBM,14901,23.938887639366385,011,PENDANG,KEDAH,0,62246
2018,ABDUL MALIK MANAF,,IND,81,0.1301288436204736,011,PENDANG,KEDAH,0,62246
2018,SABRI AZIT,GS,PAS,22312,33.94182791773153,012,JERAI,KEDAH,1,65736
2018,JAMIL KHIR BAHAROM,BN,UMNO,21773,33.12188146525496,012,JERAI,KEDAH,0,65736
2018,AKHRAMSYAH MUAMMAR UBAIDAH SANUSI,PH,PPBM,21651,32.93629061701351,012,JERAI,KEDAH,0,65736
2018,AHMAD TARMIZI SULAIMAN,GS,PAS,20088,47.9107040641099,013,SIK,KEDAH,1,41928
2018,MANSOR ABD RAHMAN,BN,UMNO,14870,35.46556000763213,013,SIK,KEDAH,0,41928
2018,AZLI UDA,PH,AMANAH,6970,16.623735928257965,013,SIK,KEDAH,0,41928
2018,NOR AZRINA SURIP,PH,PKR,30902,43.3104414856342,014,MERBOK,KEDAH,1,71350
2018,TAJUL URUS MAT ZAIN,BN,UMNO,20830,29.194113524877366,014,MERBOK,KEDAH,0,71350
2018,AHMAD FAUZI RAMLI,GS,PAS,19618,27.495444989488437,014,MERBOK,KEDAH,0,71350
2018,JOHARI ABDUL,PH,PKR,45532,49.20569736529276,015,SUNGAI PETANI,KEDAH,1,92534
2018,SHAHANIM MOHAMAD YUSOFF,BN,UMNO,23963,25.896427259169602,015,SUNGAI PETANI,KEDAH,0,92534
2018,SHARIR LONG,GS,PAS,22760,24.596364579505913,015,SUNGAI PETANI,KEDAH,0,92534
2018,SRITHARAN PICHATHU,,PRM,279,0.30151079603172887,015,SUNGAI PETANI,KEDAH,0,92534
2018,ABDUL AZEEZ ABDUL RAHIM,BN,UMNO,38557,42.59877143362206,016,BALING,KEDAH,1,90512
2018,HASSAN SAAD,GS,PAS,37483,41.412188439101996,016,BALING,KEDAH,0,90512
2018,MOHD TAUFIK YAACOB,PH,PPBM,14472,15.989040127275942,016,BALING,KEDAH,0,90512
2018,KARUPAIYA MUTUSAMI,PH,PKR,31724,45.265681182580906,017,PADANG SERAI,KEDAH,1,70084
2018,MUHAMAD SOBRI OSMAN,GS,PAS,22911,32.69077107471035,017,PADANG SERAI,KEDAH,0,70084
2018,LEONG YONG KONG,BN,MCA,15449,22.04354774270875,017,PADANG SERAI,KEDAH,0,70084
2018,SAIFUDDIN NASUTION ISMAIL,PH,PKR,23159,42.616344331376624,018,KULIM-BANDAR BAHARU,KEDAH,1,54343
2018,ABDUL AZIZ SHEIKH FADZIR,BN,UMNO,18299,33.67315017573561,018,KULIM-BANDAR BAHARU,KEDAH,0,54343
2018,ABDUL RAMAN ABDUL RAZAK,GS,PAS,12885,23.71050549288777,018,KULIM-BANDAR BAHARU,KEDAH,0,54343
2018,MAS ERMIEYATI SAMSUDIN,BN,UMNO,22898,54.100413467217955,134,MASJID TANAH,MELAKA,1,42325
2018,AFAR,PH,PPBM,14739,34.82339043118724,134,MASJID TANAH,MELAKA,0,42325
2018,MOHD NASIR OTHMAN,GS,PAS,4688,11.076196101594801,134,MASJID TANAH,MELAKA,0,42325
2018,MOHD REDZUAN MD YUSOF,PH,PPBM,29330,50.7307792095477,135,ALOR GAJAH,MELAKA,1,57815
2018,WONG NAI CHEE,BN,MCA,22350,38.65778777133962,135,ALOR GAJAH,MELAKA,0,57815
2018,MOHAMMAD NAZREE MOHAMMAD ARIS,GS,PAS,6135,10.611433019112686,135,ALOR GAJAH,MELAKA,0,57815
2018,RUSNAH ALUAI,PH,PKR,32420,46.88901102079778,136,TANGGA BATU,MELAKA,1,69142
2018,ZALI MAT YASIN,BN,UMNO,27761,40.15070434757455,136,TANGGA BATU,MELAKA,0,69142
2018,ZULKIFLI ISMAIL,GS,PAS,8961,12.960284631627665,136,TANGGA BATU,MELAKA,0,69142
2018,SHAMSUL ISKANDAR @ YUSRE MOHD AKIN,PH,PKR,39067,51.0126268231853,137,HANG TUAH JAYA,MELAKA,1,76583
2018,MOHD ALI MOHD RUSTAM,BN,UMNO,30427,39.7307496441769,137,HANG TUAH JAYA,MELAKA,0,76583
2018,MD KHALID KASSIM,GS,PAS,7089,9.256623532637791,137,HANG TUAH JAYA,MELAKA,0,76583
2018,KHOO POAY TIONG,PH,DAP,76518,72.68323264561724,138,KOTA MELAKA,MELAKA,1,105276
2018,CHOO WEI SERN,BN,MCA,27343,25.97268133287739,138,KOTA MELAKA,MELAKA,0,105276
2018,GOH LEONG SAN,,IND,1415,1.3440860215053763,138,KOTA MELAKA,MELAKA,0,105276
2018,AHMAD HAMZAH,BN,UMNO,26560,43.004485031006624,139,JASIN,MELAKA,1,61761
2018,KHAIRUDDIN ABU HASSAN,PH,AMANAH,26341,42.649892326872944,139,JASIN,MELAKA,0,61761
2018,ABD ALIM SHAPIE,GS,PAS,8860,14.345622642120432,139,JASIN,MELAKA,0,61761
2018,SIVARAJ CHANDRAN,BN,MIC,10307,42.30248306997743,078,CAMERON HIGHLANDS,PAHANG,1,24365
2018,MANOGARAN MARIMUTHU,PH,DAP,9710,39.852247075723376,078,CAMERON HIGHLANDS,PAHANG,0,24365
2018,WAN MAHADIR WAN MAHMUD,GS,PAS,3587,14.721937205007183,078,CAMERON HIGHLANDS,PAHANG,0,24365
2018,SURESH KUMAR BALASUBRAMANIAM,,PSM,680,2.790888569669608,078,CAMERON HIGHLANDS,PAHANG,0,24365
2018,MOHD TAHIR KASSIM,GS,BERJASA,81,0.3324440796224092,078,CAMERON HIGHLANDS,PAHANG,0,24365
2018,ABDUL RAHMAN MOHAMAD,BN,UMNO,13995,49.81845365228535,079,LIPIS,PAHANG,1,28092
2018,BADARUDIN ABD RAHAMAN,PH,PPBM,7426,26.43457212017656,079,LIPIS,PAHANG,0,28092
2018,SOBIRIN DULI,GS,PAS,6671,23.74697422753809,079,LIPIS,PAHANG,0,28092
2018,TENGKU ZULPURI SHAH RAJA PUJI,PH,DAP,20659,44.88647474198805,080,RAUB,PAHANG,1,46025
2018,CHEW MEI FUN,BN,MCA,17500,38.02281368821293,080,RAUB,PAHANG,0,46025
2018,MOHAMED NILAM ABDUL MANAP,GS,PAS,7866,17.090711569799023,080,RAUB,PAHANG,0,46025
2018,AHMAD NAZLAN IDRIS,BN,UMNO,22640,45.05562299747259,081,JERANTUT,PAHANG,1,50249
2018,YOHANIS AHMAD,GS,PAS,16732,33.298175088061456,081,JERANTUT,PAHANG,0,50249
2018,WAN MOHD SHAHARIR WAN ABD JALIL,PH,PPBM,10877,21.64620191446596,081,JERANTUT,PAHANG,0,50249
2018,SAIFUDDIN ABDULLAH,PH,PKR,28578,44.84863702703975,082,INDERA MAHKOTA,PAHANG,1,63721
2018,JOHAN MAT SAH,BN,UMNO,17628,27.664349272610284,082,INDERA MAHKOTA,PAHANG,0,63721
2018,NASRUDIN HASSAN,GS,PAS,17515,27.487013700349962,082,INDERA MAHKOTA,PAHANG,0,63721
2018,FUZIAH SALLEH,PH,PKR,22807,44.571037717412544,083,KUANTAN,PAHANG,1,51170
2018,SULAIMAN MD DERUS,GS,PAS,14696,28.719953097518076,083,KUANTAN,PAHANG,0,51170
2018,WONG KEAN HWEE,BN,MCA,13667,26.709009185069377,083,KUANTAN,PAHANG,0,51170
2018,MOHD SHAHAR ABDULLAH,BN,UMNO,19033,43.15873015873016,084,PAYA BESAR,PAHANG,1,44100
2018,MOHAMAD AZHAR MOHD NOOR,GS,PAS,13291,30.138321995464853,084,PAYA BESAR,PAHANG,0,44100
2018,MOHD ASHRAF MUSTAQIM BADRUL MUNIR,PH,PPBM,11776,26.70294784580499,084,PAYA BESAR,PAHANG,0,44100
2018,MOHD NAJIB ABD RAZAK,BN,UMNO,43854,62.10383210128303,085,PEKAN,PAHANG,1,70614
2018,AHIATUDIN DAUD,GS,PAS,18995,26.899764919137848,085,PEKAN,PAHANG,0,70614
2018,MUHAMMAD ZAHID MD ARIP,PH,PPBM,7662,10.850539553063133,085,PEKAN,PAHANG,0,70614
2018,ABD KADIR SAINUDIN,,IND,103,0.14586342651598833,085,PEKAN,PAHANG,0,70614
2018,ISMAIL ABD MUTTALIB,BN,UMNO,16064,49.08785332314744,086,MARAN,PAHANG,1,32725
2018,HASENAN HARON,GS,PAS,12301,37.58899923605806,086,MARAN,PAHANG,0,32725
2018,AHMAD FARID AHMAD NORDIN,PH,PPBM,4360,13.3231474407945,086,MARAN,PAHANG,0,32725
2018,ISMAIL MOHAMED SAID,BN,UMNO,18058,47.13528751533502,087,KUALA KRAU,PAHANG,1,38311
2018,KAMAL ASHAARI,GS,PAS,15182,39.62830518649996,087,KUALA KRAU,PAHANG,0,38311
2018,MOHAMAD RAFIDEE HASSIM,PH,PPBM,5071,13.236407298165018,087,KUALA KRAU,PAHANG,0,38311
2018,MOHD ANUAR MOHD TAHIR,PH,AMANAH,23998,39.30876330876331,088,TEMERLOH,PAHANG,1,61050
2018,MOHD SHARKAR SHAMSUDIN,BN,UMNO,22094,36.19000819000819,088,TEMERLOH,PAHANG,0,61050
2018,MD JUSOH DARUS,GS,PAS,14734,24.134316134316133,088,TEMERLOH,PAHANG,0,61050
2018,MOHD KHAIDIR AHMAD,,IND,178,0.2915642915642916,088,TEMERLOH,PAHANG,0,61050
2018,MUHAMAD FAKHRUDIN ABU HANIPAH,,IND,46,0.07534807534807535,088,TEMERLOH,PAHANG,0,61050
2018,WONG TACK,PH,DAP,25716,46.66642470874315,089,BENTONG,PAHANG,1,55106
2018,LIOW TIONG LAI,BN,MCA,23684,42.97898595434254,089,BENTONG,PAHANG,0,55106
2018,BALASUBRAMANIAM NACHIAPPAN,GS,PAS,5706,10.35458933691431,089,BENTONG,PAHANG,0,55106
2018,ISMAIL SABRI YAAKOB,BN,UMNO,20760,43.88542437374485,090,BERA,PAHANG,1,47305
2018,ZAKARIA ABDUL HAMID,PH,PKR,18449,39.00010569707219,090,BERA,PAHANG,0,47305
2018,MUSANIFF AB RAHMAN,GS,PAS,8096,17.114469929182963,090,BERA,PAHANG,0,47305
2018,HASAN ARIFIN,BN,UMNO,26628,53.537607817118044,091,ROMPIN,PAHANG,1,49737
2018,M SHAHRUL NIZAM ABDUL HALIFF,GS,PAS,15233,30.627098538311518,091,ROMPIN,PAHANG,0,49737
2018,SITARUNISAH AB KADIR,PH,PKR,7876,15.83529364457044,091,ROMPIN,PAHANG,0,49737
2018,SANTHARA KUMAR RAMANAIDU,PH,PKR,24060,53.08914386584289,140,SEGAMAT,JOHOR,1,45320
2018,SUBRAMANIAM K V SATHASIVAM,BN,MIC,18584,41.006178287731686,140,SEGAMAT,JOHOR,0,45320
2018,KHAIRUL FAIZI AHMAD KAMIL,GS,PAS,2676,5.904677846425419,140,SEGAMAT,JOHOR,0,45320
2018,NATRAH ISMAIL,PH,PKR,19559,51.69278748315141,141,SEKIJANG,JOHOR,1,37837
2018,AYUB RAHMAT,BN,UMNO,18278,48.30721251684859,141,SEKIJANG,JOHOR,0,37837
2018,PANG HOK LIONG,PH,DAP,16709,52.16671870121761,142,LABIS,JOHOR,1,32030
2018,CHUA TEE YONG,BN,MCA,13301,41.526693724633155,142,LABIS,JOHOR,0,32030
2018,SARCHU SAWAL,GS,PAS,2020,6.306587574149235,142,LABIS,JOHOR,0,32030
2018,MUHYIDDIN YASSIN,PH,PPBM,23558,55.2071616047994,143,PAGOH,JOHOR,1,42672
2018,ISMAIL MOHAMED,BN,UMNO,16631,38.97403449568804,143,PAGOH,JOHOR,0,42672
2018,AHMAD NAWFAL MAHFODZ,GS,PAS,2483,5.818803899512561,143,PAGOH,JOHOR,0,42672
2018,SYED IBRAHIM SYED NOR,PH,PKR,34706,53.05592075090959,144,LEDANG,JOHOR,1,65414
2018,HAMIM SAMURI,BN,UMNO,26040,39.80799217292934,144,LEDANG,JOHOR,0,65414
2018,RUSMAN KEMIN,GS,PAS,4668,7.136087076161067,144,LEDANG,JOHOR,0,65414
2018,YEO BEE YIN,PH,DAP,38718,62.650485436893206,145,BAKRI,JOHOR,1,61800
2018,KOH CHON CHAI,BN,MCA,15507,25.09223300970874,145,BAKRI,JOHOR,0,61800
2018,ZARUL @ MOHAMMAD ZAHRUL SALLEH,GS,PAS,7575,12.257281553398059,145,BAKRI,JOHOR,0,61800
2018,SYED SADDIQ SYED ABDUL RAHMAN,PH,PPBM,22341,53.087945251051494,146,MUAR,JOHOR,1,42083
2018,RAZALI IBRAHIM,BN,UMNO,15388,36.56583418482523,146,MUAR,JOHOR,0,42083
2018,ABDUL AZIZ TALIB,GS,PAS,4354,10.34622056412328,146,MUAR,JOHOR,0,42083
2018,NORAINI AHMAD,BN,UMNO,24481,49.18925435512066,147,PARIT SULONG,JOHOR,1,49769
2018,ANIS AFIDA MOHD AZLI,PH,AMANAH,18140,36.44839156904901,147,PARIT SULONG,JOHOR,0,49769
2018,AHMAD ROSDI BAHARI,GS,PAS,7148,14.362354075830336,147,PARIT SULONG,JOHOR,0,49769
2018,WEE KA SIONG,BN,MCA,17076,43.9831032351123,148,AYER HITAM,JOHOR,1,38824
2018,LIEW CHIN TONG,PH,DAP,16773,43.202658149598186,148,AYER HITAM,JOHOR,0,38824
2018,MARDI MARWAN,GS,PAS,4975,12.814238615289511,148,AYER HITAM,JOHOR,0,38824
2018,SHARUDDIN MD SALLEH,PH,PPBM,21511,48.57730003161556,149,SRI GADING,JOHOR,1,44282
2018,AB AZIZ KAPRAWI,BN,UMNO,18223,41.152161148999596,149,SRI GADING,JOHOR,0,44282
2018,M ASHARI SIDON,GS,PAS,4548,10.270538819384852,149,SRI GADING,JOHOR,0,44282
2018,MOHD RASHID HASNON,PH,PKR,45929,55.91755238199593,150,BATU PAHAT,JOHOR,1,82137
2018,HALIZA ABDULLAH,BN,UMNO,28035,34.13199897731838,150,BATU PAHAT,JOHOR,0,82137
2018,MAHFODZ MOHAMED,GS,PAS,8173,9.950448640685684,150,BATU PAHAT,JOHOR,0,82137
2018,MASZLEE MALIK,PH,PPBM,18157,50.6867288258612,151,SIMPANG RENGGAM,JOHOR,1,35822
2018,LIANG TECK MENG,BN,GERAKAN,14682,40.985986265423485,151,SIMPANG RENGGAM,JOHOR,0,35822
2018,MOHD JUBRI SELAMAT,GS,PAS,2983,8.327284908715315,151,SIMPANG RENGGAM,JOHOR,0,35822
2018,WONG SHU QI,PH,DAP,47671,59.19583762774584,152,KLUANG,JOHOR,1,80531
2018,GAN PING SHOU @ GAN PING SIEU,BN,MCA,24618,30.56959431771616,152,KLUANG,JOHOR,0,80531
2018,MUHAMMAD HASBULLAH MD NAJIB,GS,PAS,8242,10.234568054538004,152,KLUANG,JOHOR,0,80531
2018,HISHAMMUDDIN HUSSEIN,BN,UMNO,21353,59.241482632338254,153,SEMBRONG,JOHOR,1,36044
2018,ONN ABU BAKAR,PH,PKR,14691,40.758517367661746,153,SEMBRONG,JOHOR,0,36044
2018,LATIFF AHMAD,BN,UMNO,19806,53.00256904303147,154,MERSING,JOHOR,1,37368
2018,NASIR HASHIM,PH,PPBM,11347,30.365553414686364,154,MERSING,JOHOR,0,37368
2018,HAMID,GS,PAS,6215,16.631877542282165,154,MERSING,JOHOR,0,37368
2018,ADHAM BABA,BN,UMNO,20142,54.38785980450397,155,TENGGARA,JOHOR,1,37034
2018,NORJEPRI MOHAMED JELANI,PH,PPBM,14209,38.36744613058271,155,TENGGARA,JOHOR,0,37034
2018,YUHANITA YUNAN,GS,PAS,2683,7.244694064913323,155,TENGGARA,JOHOR,0,37034
2018,HALIMAH MOHD SADIQUE,BN,UMNO,26407,69.14094205744509,156,KOTA TINGGI,JOHOR,1,38193
2018,AZLINDA ABDUL LATIF,PH,PPBM,11786,30.85905794255492,156,KOTA TINGGI,JOHOR,0,38193
2018,AZALINA OTHMAN,BN,UMNO,21829,67.70571632393536,157,PENGERANG,JOHOR,1,32241
2018,NORLIZA NGADIRAN,PH,PPBM,10412,32.29428367606464,157,PENGERANG,JOHOR,0,32241
2018,CHOONG SHIAU YOON,PH,PKR,64535,62.08691301963576,158,TEBRAU,JOHOR,1,103943
2018,HOU KOK CHUNG,BN,MCA,27310,26.274015566223795,158,TEBRAU,JOHOR,0,103943
2018,ABDULLAH HUSIN,GS,PAS,12098,11.639071414140442,158,TEBRAU,JOHOR,0,103943
2018,HASSAN ABDUL KARIM,PH,PKR,61615,58.675923016122425,159,PASIR GUDANG,JOHOR,1,105009
2018,MOHAMED KHALED NORDIN,BN,UMNO,36889,35.12936986353551,159,PASIR GUDANG,JOHOR,0,105009
2018,AB AZIZ ABDULLAH,GS,PAS,6278,5.978535173175633,159,PASIR GUDANG,JOHOR,0,105009
2018,SEY JOCK @ CHEE JOCK,,IND,227,0.21617194716643334,159,PASIR GUDANG,JOHOR,0,105009
2018,AKMAL NASRULLAH MOHD NASIR,PH,PKR,50052,62.31418540374991,160,JOHOR BAHRU,JOHOR,1,80322
2018,SHARIL @ SHAHRIR AB SAMAD,BN,UMNO,30270,37.68581459625009,160,JOHOR BAHRU,JOHOR,0,80322
2018,SALAHUDDIN AYUB,PH,AMANAH,55447,63.81066368982542,161,PULAI,JOHOR,1,86893
