,year,name,coalition,party_code,votes,vote_share,parliament_code_digits,constituency,state,winner,total_votes,gender,results_added,coal_or_party
37,2022,RUSNAH ALUAI,PH,PKR,0,0,136,TANGGA BATU,Melaka,0,0,M,0,PH
38,2022,LIM BAN HONG,BN,MCA,0,0,136,TANGGA BATU,Melaka,0,0,F,0,BN
39,2022,SYED ABU HUSSIN HAFIZ SYED ABDUL FASAL,PN,BERSATU,0,0,059,BUKIT GANTANG,Perak,0,0,F,0,PN
40,2022,MOHD SHUKRI MOHD YUSOFF,GTA,PEJUANG,0,0,059,BUKIT GANTANG,Perak,0,0,F,0,PEJUANG
41,2022,FAKHRULDIN MOHD HASHIM,PH,AMANAH,0,0,059,BUKIT GANTANG,Perak,0,0,F,0,PH
42,2022,MOHAMMAD SOLLEHIN MOHAMAD TAJIE,BN,UMNO,0,0,059,BUKIT GANTANG,Perak,0,0,F,0,BN
43,2022,SITI KASIM,,IND,0,0,115,BATU,KL,0,0,M,0,BEBAS
44,2022,TIAN CHUA,,IND,0,0,115,BATU,KL,0,0,F,0,BEBAS
45,2022,P PRABAKARAN,PH,PKR,0,0,115,BATU,KL,0,0,F,0,PH
46,2022,MOHD ZULKIFLI ABDUL FATTAH,,PRM,0,0,115,BATU,KL,0,0,F,0,PRM
47,2022,TOO CHENG HUAT,,IND,0,0,115,BATU,KL,0,0,F,0,BEBAS
48,2022,WAN AZLIANA WAN ADNAN,GTA,PEJUANG,0,0,115,BATU,KL,0,0,M,0,PEJUANG
49,2022,AZHAR YAHYA,PN,PAS,0,0,115,BATU,KL,0,0,F,0,PAS
50,2022,NAGANATHAN PILLAI,,WARISAN,0,0,115,BATU,KL,0,0,F,0,WARISAN
51,2022,A KOHILAN PILLAY,BN,MIC,0,0,115,BATU,KL,0,0,F,0,BN
52,2022,NUR FATHIAH SYAZWANA @ CLEO,,IND,0,0,115,BATU,KL,0,0,M,0,BEBAS
53,2022,ISKANDAR DZULKARNAIN ABDUL KHALID,PN,BERSATU,0,0,067,KUALA KANGSAR,Perak,0,0,F,0,PN
54,2022,MASLIN SHAM RAZMAN,BN,UMNO,0,0,067,KUALA KANGSAR,Perak,0,0,F,0,BN
55,2022,YUSMALIA MUHAMMAD YUSOF,GTA,PEJUANG,0,0,067,KUALA KANGSAR,Perak,0,0,M,0,PEJUANG
56,2022,AHMAD TERMIZI RAMLI,PH,AMANAH,0,0,067,KUALA KANGSAR,Perak,0,0,F,0,PH
57,2022,FAHMI BAZLAN MUDA,GTA,BERJASA,0,0,111,KOTA RAJA,Selangor,0,0,F,0,GTA
58,2022,MOHAMED DIAH BAHARUN,PN,PAS,0,0,111,KOTA RAJA,Selangor,0,0,F,0,PAS
59,2022,KUMAR KARANANEDI,,IND,0,0,111,KOTA RAJA,Selangor,0,0,F,0,BEBAS
60,2022,D KAJENDRAN,BN,MIC,0,0,111,KOTA RAJA,Selangor,0,0,F,0,BN
61,2022,MOHAMAD SABU,PH,AMANAH,0,0,111,KOTA RAJA,Selangor,0,0,F,0,PH
62,2022,P RAVEENTHARAN A PERIASAMY,,IND,0,0,111,KOTA RAJA,Selangor,0,0,F,0,BEBAS
63,2022,SARAH AFIQAH ZAINOL ARIF,,PRM,0,0,111,KOTA RAJA,Selangor,0,0,M,0,PRM
64,2022,SURENDHAR SELVARAJU,,IND,0,0,111,KOTA RAJA,Selangor,0,0,F,0,BEBAS
65,2022,ABDUL LATIFF ABDUL RAHMAN,PN,PAS,0,0,031,KUALA KRAI,Kelantan,0,0,F,0,PAS
66,2022,MOHAMED ZULKEPLI OMAR,BN,UMNO,0,0,031,KUALA KRAI,Kelantan,0,0,F,0,BN
67,2022,NORASHIKIN CHE OMAR,GTA,PEJUANG,0,0,031,KUALA KRAI,Kelantan,0,0,M,0,PEJUANG
68,2022,MOHD HISYAMUDDIN,PH,AMANAH,0,0,031,KUALA KRAI,Kelantan,0,0,F,0,PH
69,2022,SAIFUDDIN NASUTION ISMAIL,PH,PKR,0,0,018,KULIM-BANDAR BAHARU,Kedah,0,0,F,0,PH
70,2022,ROSLAN HASHIM,PN,BERSATU,0,0,018,KULIM-BANDAR BAHARU,Kedah,0,0,F,0,PN
71,2022,MOHAMAD YUSRIZAL YUSOFF,GTA,DIRECT,0,0,018,KULIM-BANDAR BAHARU,Kedah,0,0,F,0,GTA
72,2022,MUHAR HUSSAIN,BN,UMNO,0,0,018,KULIM-BANDAR BAHARU,Kedah,0,0,F,0,BN
73,2022,MUHAMMAD NORAFFENDY MOHD SALLEH,PN,BERSATU,0,0,127,JEMPOL,Negeri Sembilan,0,0,F,0,PN
74,2022,MOHD KHALID MUHD YUNUS,GTA,PUTRA,0,0,127,JEMPOL,Negeri Sembilan,0,0,F,0,PUTRA
75,2022,SHAMSULKAHAR MOHD DELI,BN,UMNO,0,0,127,JEMPOL,Negeri Sembilan,0,0,F,0,BN
76,2022,NORWANI AHMAT,PH,AMANAH,0,0,127,JEMPOL,Negeri Sembilan,0,0,M,0,PH
77,2022,LOW GUO NAN,BN,MCA,0,0,065,IPOH BARAT,Perak,0,0,F,0,BN
78,2022,M KULASEGARAN,PH,DAP,0,0,065,IPOH BARAT,Perak,0,0,F,0,DAP
79,2022,CHEK KWONG WENG,PN,GERAKAN,0,0,065,IPOH BARAT,Perak,0,0,F,0,PN
80,2022,M KAYVEAS,,IND,0,0,065,IPOH BARAT,Perak,0,0,F,0,BEBAS
81,2022,TAN KOK WAI,PH,DAP,0,0,123,CHERAS,KL,0,0,F,0,DAP
82,2022,CHONG YEW CHUAN,BN,MCA,0,0,123,CHERAS,KL,0,0,F,0,BN
83,2022,CHIN YOKE KHENG,PN,BERSATU,0,0,123,CHERAS,KL,0,0,M,0,PN
84,2022,AWANG HASHIM,PN,PAS,0,0,011,PENDANG,Kedah,0,0,F,0,PAS
85,2022,ZULKIFLI MOHAMAD,PH,PKR,0,0,011,PENDANG,Kedah,0,0,F,0,PH
86,2022,ABDUL RASHID YOP,GTA,DIRECT,0,0,011,PENDANG,Kedah,0,0,F,0,GTA
87,2022,SURAYA YAACOB,BN,UMNO,0,0,011,PENDANG,Kedah,0,0,M,0,BN
88,2022,IDRIS MD YUSOF,GTA,DIRECT,0,0,092,SABAK BERNAM,Selangor,0,0,F,0,GTA
89,2022,ABD RAHMAN BAKRI,BN,UMNO,0,0,092,SABAK BERNAM,Selangor,0,0,F,0,BN
90,2022,MOHD FASIAH MOHD FAKEH,PN,BERSATU,0,0,092,SABAK BERNAM,Selangor,0,0,F,0,PN
91,2022,SHAMSUL MA'ARIF ISMAIL,PH,AMANAH,0,0,092,SABAK BERNAM,Selangor,0,0,F,0,PH
92,2022,MOHD AKMAL AZHAR,,WARISAN,0,0,042,TASEK GELUGOR,Penang,0,0,F,0,WARISAN
93,2022,NIK ABDUL RAZAK NIK MD RIDZUAN,PH,AMANAH,0,0,042,TASEK GELUGOR,Penang,0,0,F,0,PH
94,2022,ABDUL HALIM SHER JUNG,GTA,DIRECT,0,0,042,TASEK GELUGOR,Penang,0,0,F,0,GTA
95,2022,MUHAMAD YUSOFF MOHD NOOR,BN,UMNO,0,0,042,TASEK GELUGOR,Penang,0,0,F,0,BN
96,2022,WAN SAIFUL WAN JAN,PN,BERSATU,0,0,042,TASEK GELUGOR,Penang,0,0,F,0,PN
97,2022,ZAMBRY ABD KADIR,BN,UMNO,0,0,074,LUMUT,Perak,0,0,F,0,BN
98,2022,HATTA RAMLI,PH,AMANAH,0,0,074,LUMUT,Perak,0,0,F,0,PH
99,2022,NORDIN AHMAD ISMAIL,PN,BERSATU,0,0,074,LUMUT,Perak,0,0,F,0,PN
100,2022,MOHD ISNIN ISMAIL @ IBRAHIM KHAN,,WARISAN,0,0,074,LUMUT,Perak,0,0,F,0,WARISAN
101,2022,MAZLAN ABDUL GHANI,GTA,PEJUANG,0,0,074,LUMUT,Perak,0,0,F,0,PEJUANG
102,2022,ALIAS RAZAK,PN,PAS,0,0,035,KUALA NERUS,Terengganu,0,0,F,0,PAS
103,2022,KHAIRUDDIN AMAN RAZALI,BN,DIRECT,0,0,035,KUALA NERUS,Terengganu,0,0,F,0,BN
104,2022,AZAHA WAHID,GTA,PUTRA,0,0,035,KUALA NERUS,Terengganu,0,0,F,0,PUTRA
105,2022,SUHAIMI HASHIM,PH,AMANAH,0,0,035,KUALA NERUS,Terengganu,0,0,F,0,PH
106,2022,MOHD SYAHRIR CHE SULAIMAN,PN,PAS,0,0,025,BACHOK,Kelantan,0,0,F,0,PAS
107,2022,NOR AZMIZA MAMAT,PH,PKR,0,0,025,BACHOK,Kelantan,0,0,M,0,PH
108,2022,ZU,,IND,0,0,025,BACHOK,Kelantan,0,0,F,0,BEBAS
109,2022,KAMARUL AZAM OSMAN,GTA,PUTRA,0,0,025,BACHOK,Kelantan,0,0,F,0,PUTRA
110,2022,MOHD ZAIN YASIM,BN,UMNO,0,0,025,BACHOK,Kelantan,0,0,F,0,BN
111,2022,MUJAHID YUSOF RAWA,PH,AMANAH,0,0,057,PARIT BUNTAR,Perak,0,0,F,0,PH
112,2022,IMRAN MOHD YUSOF,BN,UMNO,0,0,057,PARIT BUNTAR,Perak,0,0,F,0,BN
113,2022,ROHIJAS,GTA,PEJUANG,0,0,057,PARIT BUNTAR,Perak,0,0,F,0,PEJUANG
114,2022,MOHD MISBAHUL MUNIR MASDUKI,PN,PAS,0,0,057,PARIT BUNTAR,Perak,0,0,F,0,PAS
115,2022,RAZALI LEBAI SALLEH,GTA,PEJUANG,0,0,007,PADANG TERAP,Kedah,0,0,F,0,PEJUANG
116,2022,MAHDZIR KHALID,BN,UMNO,0,0,007,PADANG TERAP,Kedah,0,0,F,0,BN
117,2022,MUAZ ABDULLAH,PH,AMANAH,0,0,007,PADANG TERAP,Kedah,0,0,F,0,PH
118,2022,NURUL AMIN HAMID,PN,PAS,0,0,007,PADANG TERAP,Kedah,0,0,F,0,PAS
119,2022,WAN AHMAD KAMIL WAN ABDULLAH,PH,AMANAH,0,0,024,KUBANG KERIAN,Kelantan,0,0,F,0,PH
120,2022,MOHAMAD RIZAL RAZALI,GTA,PEJUANG,0,0,024,KUBANG KERIAN,Kelantan,0,0,F,0,PEJUANG
121,2022,NURUL AMAL MOHD FAUZI,BN,UMNO,0,0,024,KUBANG KERIAN,Kelantan,0,0,M,0,BN
122,2022,TUAN IBRAHIM TUAN MAN,PN,PAS,0,0,024,KUBANG KERIAN,Kelantan,0,0,F,0,PAS
123,2022,MOHAMAD ABU BAKAR MUDA,GTA,PUTRA,0,0,036,KUALA TERENGGANU,Terengganu,0,0,F,0,PUTRA
124,2022,MOHD ZUBIR EMBONG,BN,UMNO,0,0,036,KUALA TERENGGANU,Terengganu,0,0,F,0,BN
125,2022,RAJA KAMARUL BAHRIN SHAH,PH,AMANAH,0,0,036,KUALA TERENGGANU,Terengganu,0,0,F,0,PH
126,2022,AHMAD AMZAD MOHAMED,PN,PAS,0,0,036,KUALA TERENGGANU,Terengganu,0,0,F,0,PAS
127,2022,HAMIDI ABU HASSAN,GTA,BERJASA,0,0,041,KEPALA BATAS,Penang,0,0,F,0,GTA
128,2022,SITI MASTURA MOHAMAD,PN,PAS,0,0,041,KEPALA BATAS,Penang,0,0,M,0,PAS
129,2022,DANIAL ABDUL MAJEED,PH,MUDA,0,0,041,KEPALA BATAS,Penang,0,0,F,0,MUDA
130,2022,REEZAL MERICAN NAINA MERICAN,BN,UMNO,0,0,041,KEPALA BATAS,Penang,0,0,F,0,BN
131,2022,INDRANI,,IND,0,0,062,SUNGAI SIPUT,Perak,0,0,M,0,BEBAS
132,2022,HAJI BAHA,,IND,0,0,062,SUNGAI SIPUT,Perak,0,0,F,0,BEBAS
133,2022,S VIGNESWARAN M SANASEE,BN,MIC,0,0,062,SUNGAI SIPUT,Perak,0,0,F,0,BN
134,2022,S KESAVAN,PH,PKR,0,0,062,SUNGAI SIPUT,Perak,0,0,F,0,PH
135,2022,AHMAD FAUZI MOHD JAAFAR,GTA,PEJUANG,0,0,062,SUNGAI SIPUT,Perak,0,0,F,0,PEJUANG
136,2022,RAJAH NARASAIM,,IND,0,0,062,SUNGAI SIPUT,Perak,0,0,F,0,BEBAS
137,2022,IRUDIANATHAN GABRIEL,PN,BERSATU,0,0,062,SUNGAI SIPUT,Perak,0,0,F,0,PN
138,2022,AZMIN ALI,PN,BERSATU,0,0,098,GOMBAK,Selangor,0,0,F,0,PN
139,2022,AMIRUDIN SHARI,PH,PKR,0,0,098,GOMBAK,Selangor,0,0,F,0,PH
140,2022,AZIZ JAMALUDIN MOHD TAHIR,GTA,PUTRA,0,0,098,GOMBAK,Selangor,0,0,F,0,PUTRA
141,2022,ZULKIFLI,,IND,0,0,098,GOMBAK,Selangor,0,0,F,0,BEBAS
142,2022,MEGAT ZULKARNAIN OMARDIN,BN,UMNO,0,0,098,GOMBAK,Selangor,0,0,F,0,BN
143,2022,THINAGANARABHAN PADMANABHAN,PN,BERSATU,0,0,051,BUKIT GELUGOR,Penang,0,0,F,0,PN
144,2022,RAMKARPAL SINGH,PH,DAP,0,0,051,BUKIT GELUGOR,Penang,0,0,F,0,DAP
145,2022,WONG CHIN CHONG,BN,MCA,0,0,051,BUKIT GELUGOR,Penang,0,0,F,0,BN
146,2022,AB HAMID MOHD NAZAHAR,BN,UMNO,0,0,083,KUANTAN,Pahang,0,0,F,0,BN
147,2022,FUZIAH SALLEH,PH,PKR,0,0,083,KUANTAN,Pahang,0,0,M,0,PH
148,2022,WAN RAZALI WAN NOR,PN,PAS,0,0,083,KUANTAN,Pahang,0,0,F,0,PAS
149,2022,ANUAR TAJUDDIN,GTA,PEJUANG,0,0,083,KUANTAN,Pahang,0,0,F,0,PEJUANG
150,2022,TAKIYUDDIN HASSAN,PN,PAS,0,0,021,KOTA BHARU,Kelantan,0,0,F,0,PAS
151,2022,HAFIDZAH MUSTAKIM,PH,AMANAH,0,0,021,KOTA BHARU,Kelantan,0,0,M,0,PH
152,2022,ROSMADI ISMAIL,BN,UMNO,0,0,021,KOTA BHARU,Kelantan,0,0,F,0,BN
153,2022,ANDY TAN @ AWANG,,PRM,0,0,021,KOTA BHARU,Kelantan,0,0,F,0,PRM
154,2022,CHE MUSA CHE OMAR,GTA,PUTRA,0,0,021,KOTA BHARU,Kelantan,0,0,F,0,PUTRA
155,2022,IZAT BUKHARY,,IND,0,0,021,KOTA BHARU,Kelantan,0,0,F,0,BEBAS
156,2022,KHOO POAY TIONG,PH,DAP,0,0,138,KOTA MELAKA,Melaka,0,0,F,0,DAP
157,2022,KON QI YAO,BN,MCA,0,0,138,KOTA MELAKA,Melaka,0,0,F,0,BN
158,2022,NORAZLAN,,IND,0,0,138,KOTA MELAKA,Melaka,0,0,F,0,BEBAS
159,2022,SUHAIME BORHAN,PN,GERAKAN,0,0,138,KOTA MELAKA,Melaka,0,0,F,0,PN
160,2022,NOOR ASMAH MOHD RAZALLI,GTA,PUTRA,0,0,121,LEMBAH PANTAI,KL,0,0,M,0,PUTRA
161,2022,FAUZI ABU BAKAR,PN,PAS,0,0,121,LEMBAH PANTAI,KL,0,0,F,0,PAS
162,2022,FAHMI FADZIL,PH,PKR,0,0,121,LEMBAH PANTAI,KL,0,0,F,0,PH
163,2022,RAMLAN SHAHEAN @ ASKOLANI,BN,UMNO,0,0,121,LEMBAH PANTAI,KL,0,0,F,0,BN
164,2022,ISA AB HAMID,PN,BERSATU,0,0,164,PONTIAN,Johor,0,0,F,0,PN
165,2022,AHMAD MASLAN,BN,UMNO,0,0,164,PONTIAN,Johor,0,0,F,0,BN
166,2022,SHAZWAN ZAINAL ABIDIN,PH,DAP,0,0,164,PONTIAN,Johor,0,0,F,0,DAP
167,2022,JAMALUDDIN MOHAMAD,GTA,DIRECT,0,0,164,PONTIAN,Johor,0,0,F,0,GTA
168,2022,JOHAN ARIFIN MOHD ROPI,BN,UMNO,0,0,160,JOHOR BAHRU,Johor,0,0,F,0,BN
169,2022,MOHD MOHTAJ YACOB,PN,BERSATU,0,0,160,JOHOR BAHRU,Johor,0,0,F,0,PN
170,2022,MOHD AKHIRI MAHMOOD,GTA,PEJUANG,0,0,160,JOHOR BAHRU,Johor,0,0,F,0,PEJUANG
171,2022,AKMAL NASRULLAH MOHD NASIR,PH,PKR,0,0,160,JOHOR BAHRU,Johor,0,0,F,0,PH
172,2022,MOHD NAZREE MOHD YUNUS,PN,BERSATU,0,0,131,REMBAU,Negeri Sembilan,0,0,F,0,PN
173,2022,MOHAMAD HAJI HASAN,BN,UMNO,0,0,131,REMBAU,Negeri Sembilan,0,0,F,0,BN
174,2022,JUFITRI JOHAR,PH,PKR,0,0,131,REMBAU,Negeri Sembilan,0,0,F,0,PH
175,2022,TINAGARAN SUBRAMANIAM,,PSM,0,0,131,REMBAU,Negeri Sembilan,0,0,F,0,PSM
176,2022,RAMLY AWALUDDIN,GTA,PEJUANG,0,0,131,REMBAU,Negeri Sembilan,0,0,F,0,PEJUANG
177,2022,MANNDZRI NASIB,BN,UMNO,0,0,155,TENGGARA,Johor,0,0,F,0,BN
178,2022,M AZHAR PALAL,GTA,PUTRA,0,0,155,TENGGARA,Johor,0,0,F,0,PUTRA
179,2022,MOHD NAZARI MOKHTAR,PN,PAS,0,0,155,TENGGARA,Johor,0,0,F,0,PAS
180,2022,ZURAIDAH ZAINAB MOHD ZAIN,PH,PKR,0,0,155,TENGGARA,Johor,0,0,M,0,PH
181,2022,TENGKU ADNAN TENGKU MANSOR,BN,UMNO,0,0,125,PUTRAJAYA,Putrajaya,0,0,F,0,BN
182,2022,NORAISHAH MYDIN ABDUL AZIZ,PH,PKR,0,0,125,PUTRAJAYA,Putrajaya,0,0,M,0,PH
183,2022,MUHD ROSLI RAMLI,GTA,BERJASA,0,0,125,PUTRAJAYA,Putrajaya,0,0,F,0,GTA
184,2022,SAMSUDIN PKPKL,,IND,0,0,125,PUTRAJAYA,Putrajaya,0,0,F,0,BEBAS
185,2022,MOHD RADZI JIDIN,PN,BERSATU,0,0,125,PUTRAJAYA,Putrajaya,0,0,F,0,PN
186,2022,LIM FICE BEE,,IND,0,0,125,PUTRAJAYA,Putrajaya,0,0,M,0,BEBAS
187,2022,PHAANG JING FATT,PN,GERAKAN,0,0,114,KEPONG,KL,0,0,F,0,PN
188,2022,YOUNG SHANG YI,,WARISAN,0,0,114,KEPONG,KL,0,0,F,0,WARISAN
189,2022,YAP ZHENG HOE,BN,MCA,0,0,114,KEPONG,KL,0,0,F,0,BN
190,2022,LIM LIP ENG,PH,DAP,0,0,114,KEPONG,KL,0,0,F,0,DAP
191,2022,YEE POH PING,,IND,0,0,114,KEPONG,KL,0,0,F,0,BEBAS
192,2022,MASZLEE MALEK,PH,PKR,0,0,151,SIMPANG RENGGAM,Johor,0,0,F,0,PH
193,2022,KAMAL KUSMIN,GTA,PUTRA,0,0,151,SIMPANG RENGGAM,Johor,0,0,F,0,PUTRA
194,2022,MOHD FAZRUL KAMAT,PN,BERSATU,0,0,151,SIMPANG RENGGAM,Johor,0,0,F,0,PN
195,2022,HASNI MOHAMMAD,BN,UMNO,0,0,151,SIMPANG RENGGAM,Johor,0,0,F,0,BN
196,2022,ALVIN CHANG TECK KIAM,PN,BERSATU,0,0,142,LABIS,Johor,0,0,F,0,PN
197,2022,PANG HOK LIONG,PH,DAP,0,0,142,LABIS,Johor,0,0,F,0,DAP
198,2022,CHUA TEE YONG,BN,MCA,0,0,142,LABIS,Johor,0,0,F,0,BN
199,2022,HASSAN BASRI AWANG MAT DAHAN,PH,PKR,0,0,081,JERANTUT,Pahang,0,0,F,0,PH
200,2022,MOHD ZUKARMI ABU BAKAR,BN,UMNO,0,0,081,JERANTUT,Pahang,0,0,F,0,BN
201,2022,KHAIRIL NIZAM KHIRUDIN,PN,PAS,0,0,081,JERANTUT,Pahang,0,0,F,0,PAS
202,2022,JAYA CHANDRAN PERUMAL,PN,BERSATU,0,0,110,KLANG,Selangor,0,0,F,0,PN
203,2022,HEDRHIN RAMLI @ AWIN,,IND,0,0,110,KLANG,Selangor,0,0,F,0,BEBAS
204,2022,TEE HOOI LING,BN,MCA,0,0,110,KLANG,Selangor,0,0,M,0,BN
205,2022,LOO CHENG WEE,,WARISAN,0,0,110,KLANG,Selangor,0,0,F,0,WARISAN
206,2022,S CHANDRASEGAR,,PRM,0,0,110,KLANG,Selangor,0,0,F,0,PRM
207,2022,V GANABATIRAU,PH,DAP,0,0,110,KLANG,Selangor,0,0,F,0,DAP
208,2022,DEEPAK JAIKISHAN,,IND,0,0,110,KLANG,Selangor,0,0,F,0,BEBAS
209,2022,ABDUL HAKIM ABDUL WAHID,BN,UMNO,0,0,134,MASJID TANAH,Melaka,0,0,F,0,BN
210,2022,MAS ERMIEYATI SAMSUDIN,PN,BERSATU,0,0,134,MASJID TANAH,Melaka,0,0,M,0,PN
211,2022,MUTALIB UTHMAN,PH,MUDA,0,0,134,MASJID TANAH,Melaka,0,0,F,0,MUDA
212,2022,HANDRAWIRAWAN ABU BAKAR,GTA,PEJUANG,0,0,134,MASJID TANAH,Melaka,0,0,F,0,PEJUANG
213,2022,ZANARIAH JUMHURI,,IND,0,0,112,KUALA LANGAT,Selangor,0,0,M,0,BEBAS
214,2022,MOHANA MUNIANDY RAMAN,BN,MIC,0,0,112,KUALA LANGAT,Selangor,0,0,M,0,BN
215,2022,RIDZUAN ABDULLAH,GTA,DIRECT,0,0,112,KUALA LANGAT,Selangor,0,0,F,0,GTA
216,2022,AHMAD YUNUS HAIRI,PN,PAS,0,0,112,KUALA LANGAT,Selangor,0,0,F,0,PAS
217,2022,M GANESKUMAR,,PRM,0,0,112,KUALA LANGAT,Selangor,0,0,F,0,PRM
218,2022,MANIVANAN GOVIN,PH,PKR,0,0,112,KUALA LANGAT,Selangor,0,0,F,0,PH
219,2022,MUHAMAD HAFIZ AL-HAFIZ,,IND,0,0,086,MARAN,Pahang,0,0,F,0,BEBAS
220,2022,SHAHANIZA BT SHAMSUDDIN,BN,UMNO,0,0,086,MARAN,Pahang,0,0,M,0,BN
221,2022,FAZIL AZMI NADZRI,PN,PAS,0,0,086,MARAN,Pahang,0,0,F,0,PAS
222,2022,AHMAD SHUHOR AWANG,PH,AMANAH,0,0,086,MARAN,Pahang,0,0,F,0,PH
223,2022,AZLAN SANI ZAWAWI,GTA,DIRECT,0,0,095,TANJUNG KARANG,Selangor,0,0,F,0,GTA
224,2022,MOHD ROSNI,,IND,0,0,095,TANJUNG KARANG,Selangor,0,0,F,0,BEBAS
225,2022,ZULKAFPERI HANAPI,PN,BERSATU,0,0,095,TANJUNG KARANG,Selangor,0,0,F,0,PN
226,2022,SITI RAHAYU BAHARIN,PH,MUDA,0,0,095,TANJUNG KARANG,Selangor,0,0,M,0,MUDA
227,2022,HABIBAH MOHD YUSOF,BN,UMNO,0,0,095,TANJUNG KARANG,Selangor,0,0,M,0,BN
228,2022,BAKRI @ MOHD BAKRI MUSTAPHA,BN,UMNO,0,0,027,TANAH MERAH,Kelantan,0,0,F,0,BN
229,2022,MOHAMAD SUPARADI MD NOOR,PH,PKR,0,0,027,TANAH MERAH,Kelantan,0,0,F,0,PH
230,2022,MOHD NASIR ABDULLAH,GTA,PUTRA,0,0,027,TANAH MERAH,Kelantan,0,0,F,0,PUTRA
231,2022,NIK SAPEIA,,IND,0,0,027,TANAH MERAH,Kelantan,0,0,F,0,BEBAS
232,2022,IKMAL HISHAM ABDUL AZIZ,PN,BERSATU,0,0,027,TANAH MERAH,Kelantan,0,0,F,0,PN
233,2022,CHEN WIN KEONG,PN,BERSATU,0,0,120,BUKIT BINTANG,KL,0,0,F,0,PN
234,2022,FONG KUI LUN,PH,DAP,0,0,120,BUKIT BINTANG,KL,0,0,F,0,DAP
235,2022,TAN TEIK PENG,BN,MCA,0,0,120,BUKIT BINTANG,KL,0,0,F,0,BN
236,2022,CHOW YU HUI,PH,DAP,0,0,080,RAUB,Pahang,0,0,F,0,DAP
237,2022,NORKHAIRUL ANUAR MOHAMED NOR,GTA,PEJUANG,0,0,080,RAUB,Pahang,0,0,F,0,PEJUANG
238,2022,CHONG SIN WOON,BN,MCA,0,0,080,RAUB,Pahang,0,0,F,0,BN
239,2022,MOHD FAKRUNIZAM IBRAHIM,PN,BERSATU,0,0,080,RAUB,Pahang,0,0,F,0,PN
240,2022,ABD KADIR,,IND,0,0,004,LANGKAWI,Kedah,0,0,F,0,BEBAS
241,2022,SUHAIMI ABDULLAH,PN,BERSATU,0,0,004,LANGKAWI,Kedah,0,0,F,0,PN
242,2022,MAHATHIR MOHAMAD,GTA,PEJUANG,0,0,004,LANGKAWI,Kedah,0,0,F,0,PEJUANG
243,2022,ARMISHAH SIRAJ,BN,UMNO,0,0,004,LANGKAWI,Kedah,0,0,F,0,BN
244,2022,ZABIDI YAHYA,PH,AMANAH,0,0,004,LANGKAWI,Kedah,0,0,F,0,PH
245,2022,KHAIRUL AZUAN KAMARRUDIN,,WARISAN,0,0,019,TUMPAT,Kelantan,0,0,F,0,WARISAN
246,2022,MUMTAZ MD NAWI,PN,PAS,0,0,019,TUMPAT,Kelantan,0,0,M,0,PAS
247,2022,CHE MUHAMMAD ASWARI CHE ALI,GTA,PUTRA,0,0,019,TUMPAT,Kelantan,0,0,F,0,PUTRA
248,2022,WAN MOHD JOHARI WAN OMAR,PH,AMANAH,0,0,019,TUMPAT,Kelantan,0,0,F,0,PH
249,2022,CHE ABDULLAH MAT NAWI,BN,DIRECT,0,0,019,TUMPAT,Kelantan,0,0,F,0,BN
250,2022,MUHAMMAD DAUD,GTA,PUTRA,0,0,030,JELI,Kelantan,0,0,F,0,PUTRA
251,2022,ZAHARI KECHIK,PN,BERSATU,0,0,030,JELI,Kelantan,0,0,F,0,PN
252,2022,NORWAHIDA PATUAN,BN,UMNO,0,0,030,JELI,Kelantan,0,0,M,0,BN
253,2022,MD RADZI WAHAB,PH,AMANAH,0,0,030,JELI,Kelantan,0,0,F,0,PH
254,2022,MUHAMMAD NOOR AZMAN @ NOOR HIZAM,BN,UMNO,0,0,109,KAPAR,Selangor,0,0,F,0,BN
255,2022,DAROYAH ALWI,,PBM,0,0,109,KAPAR,Selangor,0,0,M,0,PBM
256,2022,MUHAMMAD PATHAN HUSSIN,GTA,BERJASA,0,0,109,KAPAR,Selangor,0,0,F,0,GTA
257,2022,HALIMAH ALI,PN,PAS,0,0,109,KAPAR,Selangor,0,0,M,0,PAS
258,2022,RAHIM AWANG,,WARISAN,0,0,109,KAPAR,Selangor,0,0,F,0,WARISAN
259,2022,SIVALINGAM,,IND,0,0,109,KAPAR,Selangor,0,0,F,0,BEBAS
260,2022,ABDULLAH SANI ABDUL HAMID,PH,PKR,0,0,109,KAPAR,Selangor,0,0,F,0,PH
261,2022,NUR JAZLAN MOHAMED,BN,UMNO,0,0,161,PULAI,Johor,0,0,F,0,BN
262,2022,LOH KAH YONG,PN,GERAKAN,0,0,161,PULAI,Johor,0,0,F,0,PN
263,2022,SALAHUDDIN AYUB,PH,AMANAH,0,0,161,PULAI,Johor,0,0,F,0,PH
264,2022,NOR AFZAINIZAM SALLEH,PN,BERSATU,0,0,064,IPOH TIMOR,Perak,0,0,F,0,PN
265,2022,NG KAI CHEONG,BN,MCA,0,0,064,IPOH TIMOR,Perak,0,0,F,0,BN
266,2022,HOWARD LEE CHUAN HOW,PH,DAP,0,0,064,IPOH TIMOR,Perak,0,0,F,0,DAP
267,2022,NG KIAN NAM,BN,MCA,0,0,130,RASAH,Negeri Sembilan,0,0,F,0,BN
268,2022,CHOONG VEE HING,PN,GERAKAN,0,0,130,RASAH,Negeri Sembilan,0,0,F,0,PN
269,2022,CHA KEE CHIN,PH,DAP,0,0,130,RASAH,Negeri Sembilan,0,0,F,0,DAP
