,year,name,coalition,party_code,votes,vote_share,parliament_code_digits,constituency,state,winner,total_votes,gender,results_added,fuzzy,spr_id,id_x,t,kid,a,ju,mj
137,2022,IRUDIANATHAN GABRIEL,PN,BERSATU,8190,0,062,SUNGAI SIPUT,Perak,0,0,F,0,0,469.0,469.0,DATO SRI IRUDIANATHAN,06200,PN,8190.0,1846.0
138,2022,AZMIN ALI,PN,BERSATU,59538,0,098,GOMBAK,Selangor,0,0,F,0,0,32.0,32.0,DATO' SERI AZMIN ALI,09800,PN,59538.0,12729.0
139,2022,AMIRUDIN SHARI,PH,PKR,72267,0,098,GOMBAK,Selangor,0,0,F,0,0,71.0,71.0,AMIRUDIN SHARI,09800,PH,72267.0,12729.0
140,2022,AZIZ JAMALUDIN MOHD TAHIR,GTA,PUTRA,2223,0,098,GOMBAK,Selangor,0,0,F,0,1,150.0,150.0,DATUK DR. AZIZ JAMALUDIN,09800,PEJUANG,2223.0,12729.0
141,2022,ZULKIFLI,,IND,675,0,098,GOMBAK,Selangor,0,0,F,0,1,308.0,308.0,Ir Hj ZULKIFLI,09800,BEBAS,675.0,12729.0
142,2022,MEGAT ZULKARNAIN OMARDIN,BN,UMNO,30723,0,098,GOMBAK,Selangor,0,0,F,0,0,228.0,228.0,MEGAT ZULKARNAIN BIN OMARDIN,09800,BN,30723.0,12729.0
143,2022,THINAGANARABHAN PADMANABHAN,PN,BERSATU,8092,0,051,BUKIT GELUGOR,Penang,0,0,F,0,0,516.0,516.0,P. THINAGARANABHAN,05100,PN,8092.0,63112.0
144,2022,RAMKARPAL SINGH,PH,DAP,71204,0,051,BUKIT GELUGOR,Penang,0,0,F,0,0,707.0,707.0,RAMKARPAL SINGH,05100,PH,71204.0,63112.0
145,2022,WONG CHIN CHONG,BN,MCA,6777,0,051,BUKIT GELUGOR,Penang,0,0,F,0,0,136.0,136.0,WONG CHIN CHONG,05100,BN,6777.0,63112.0
146,2022,AB HAMID MOHD NAZAHAR,BN,UMNO,19114,0,083,KUANTAN,Pahang,0,0,F,0,0,655.0,655.0,DATO' SRI AB HAMID BIN MOHD NAZAHAR,08300,BN,19114.0,2866.0
147,2022,FUZIAH SALLEH,PH,PKR,22648,0,083,KUANTAN,Pahang,0,0,M,0,0,1240.0,1240.0,FUZIAH SALLEH,08300,PH,22648.0,2866.0
148,2022,WAN RAZALI WAN NOR,PN,PAS,25514,0,083,KUANTAN,Pahang,0,0,F,0,0,1246.0,1246.0,WAN RAZALI WAN NOR,08300,PN,25514.0,2866.0
149,2022,ANUAR TAJUDDIN,GTA,PEJUANG,486,0,083,KUANTAN,Pahang,0,0,F,0,0,798.0,798.0,MEJAR ANUAR TAJUDDIN (B),08300,PEJUANG,486.0,2866.0
150,2022,TAKIYUDDIN HASSAN,PN,PAS,41869,0,021,KOTA BHARU,Kelantan,0,0,F,0,0,818.0,818.0,DATUK SERI TAKIYUDDIN,02100,PAS,41869.0,22613.0
151,2022,HAFIDZAH MUSTAKIM,PH,AMANAH,19256,0,021,KOTA BHARU,Kelantan,0,0,M,0,0,923.0,923.0,DR HAFIDZAH,02100,PH,19256.0,22613.0
152,2022,ROSMADI ISMAIL,BN,UMNO,16168,0,021,KOTA BHARU,Kelantan,0,0,F,0,0,758.0,758.0,HJ. ROSMADI ISMAIL,02100,BN,16168.0,22613.0
153,2022,ANDY TAN @ AWANG,,PRM,107,0,021,KOTA BHARU,Kelantan,0,0,F,0,0,959.0,959.0,ANDY TAN @ AWANG,02100,PRM,107.0,22613.0
154,2022,CHE MUSA CHE OMAR,GTA,PUTRA,528,0,021,KOTA BHARU,Kelantan,0,0,F,0,0,888.0,888.0,PROF. DATO DR CHE MUSA CHE OMAR,02100,PUTRA,528.0,22613.0
155,2022,IZAT BUKHARY,,IND,91,0,021,KOTA BHARU,Kelantan,0,0,F,0,1,989.0,989.0,IZAT BUKHARY,02100,BEBAS,91.0,22613.0
156,2022,KHOO POAY TIONG,PH,DAP,73995,0,138,KOTA MELAKA,Melaka,0,0,F,0,0,217.0,217.0,KHOO POAY TIONG,13800,PH,73995.0,46420.0
157,2022,KON QI YAO,BN,MCA,20686,0,138,KOTA MELAKA,Melaka,0,0,F,0,0,160.0,160.0,KON QI YAO,13800,BN,20686.0,46420.0
158,2022,NORAZLAN,,IND,925,0,138,KOTA MELAKA,Melaka,0,0,F,0,1,326.0,326.0,DATO' DR. NORAZLAN,13800,BEBAS,925.0,46420.0
159,2022,SUHAIME BORHAN,PN,GERAKAN,27575,0,138,KOTA MELAKA,Melaka,0,0,F,0,0,394.0,394.0,SUHAIME BORHAN,13800,PN,27575.0,46420.0
160,2022,NOOR ASMAH MOHD RAZALLI,GTA,PUTRA,810,0,121,LEMBAH PANTAI,KL,0,0,M,0,1,495.0,495.0,DR. ASMAH,12100,PEJUANG,810.0,13912.0
161,2022,FAUZI ABU BAKAR,PN,PAS,19098,0,121,LEMBAH PANTAI,KL,0,0,F,0,0,583.0,583.0,HAJI FAUZI ABU BAKAR,12100,PN,19098.0,13912.0
162,2022,FAHMI FADZIL,PH,PKR,35359,0,121,LEMBAH PANTAI,KL,0,0,F,0,0,429.0,429.0,FAHMI FADZIL,12100,PH,35359.0,13912.0
163,2022,RAMLAN SHAHEAN @ ASKOLANI,BN,UMNO,21447,0,121,LEMBAH PANTAI,KL,0,0,F,0,0,169.0,169.0,RAMLAN ASKOLANI,12100,BN,21447.0,13912.0
164,2022,ISA AB HAMID,PN,BERSATU,17443,0,164,PONTIAN,Johor,0,0,F,0,0,517.0,517.0,CIKGU ISA BIN AB HAMID,16400,PN,17443.0,5758.0
165,2022,AHMAD MASLAN,BN,UMNO,23201,0,164,PONTIAN,Johor,0,0,F,0,0,41.0,41.0,DATUK SERI AHMAD MASLAN,16400,BN,23201.0,5758.0
166,2022,SHAZWAN ZAINAL ABIDIN,PH,DAP,15901,0,164,PONTIAN,Johor,0,0,F,0,0,325.0,325.0,SHAZWAN ZDAINAL,16400,PH,15901.0,5758.0
167,2022,JAMALUDDIN MOHAMAD,GTA,DIRECT,306,0,164,PONTIAN,Johor,0,0,F,0,1,461.0,461.0,JAMALUDDIN MOHAMAD,16400,PEJUANG,306.0,5758.0
168,2022,JOHAN ARIFIN MOHD ROPI,BN,UMNO,27211,0,160,JOHOR BAHRU,Johor,0,0,F,0,0,2.0,2.0,JOHAN ROPI,16000,BN,27211.0,16041.0
169,2022,MOHD MOHTAJ YACOB,PN,BERSATU,22075,0,160,JOHOR BAHRU,Johor,0,0,F,0,0,63.0,63.0,MOHTAJ,16000,PN,22075.0,16041.0
170,2022,MOHD AKHIRI MAHMOOD,GTA,PEJUANG,1855,0,160,JOHOR BAHRU,Johor,0,0,F,0,0,167.0,167.0,HAIRY MAHMOOD,16000,PEJUANG,1855.0,16041.0
171,2022,AKMAL NASRULLAH MOHD NASIR,PH,PKR,43252,0,160,JOHOR BAHRU,Johor,0,0,F,0,0,45.0,45.0,AKMAL NASIR,16000,PH,43252.0,16041.0
172,2022,MOHD NAZREE MOHD YUNUS,PN,BERSATU,21875,0,131,REMBAU,Negeri Sembilan,0,0,F,0,0,225.0,225.0,HJ. NAZREE YUNUS,13100,PN,21875.0,19897.0
173,2022,MOHAMAD HAJI HASAN,BN,UMNO,53075,0,131,REMBAU,Negeri Sembilan,0,0,F,0,0,693.0,693.0,TOK MAT,13100,BN,53075.0,19897.0
174,2022,JUFITRI JOHAR,PH,PKR,33178,0,131,REMBAU,Negeri Sembilan,0,0,F,0,0,311.0,311.0,JUFITRI JOHA,13100,PH,33178.0,19897.0
175,2022,TINAGARAN SUBRAMANIAM,,PSM,779,0,131,REMBAU,Negeri Sembilan,0,0,F,0,0,142.0,142.0,CIKGU TINA,13100,PSM,779.0,19897.0
176,2022,RAMLY AWALUDDIN,GTA,PEJUANG,529,0,131,REMBAU,Negeri Sembilan,0,0,F,0,0,38.0,38.0,RAMLY BIN AWALLUDIN,13100,PEJUANG,529.0,19897.0
177,2022,MANNDZRI NASIB,BN,UMNO,21185,0,155,TENGGARA,Johor,0,0,F,0,0,214.0,214.0,MANNDZRI BIN NASIB,15500,BN,21185.0,2991.0
178,2022,M AZHAR PALAL,GTA,PUTRA,353,0,155,TENGGARA,Johor,0,0,F,0,1,433.0,433.0,AZHAR PALAL,15500,PEJUANG,353.0,2991.0
179,2022,MOHD NAZARI MOKHTAR,PN,PAS,18194,0,155,TENGGARA,Johor,0,0,F,0,0,538.0,538.0,KOLONEL NAZARI,15500,PN,18194.0,2991.0
180,2022,ZURAIDAH ZAINAB MOHD ZAIN,PH,PKR,11618,0,155,TENGGARA,Johor,0,0,M,0,0,523.0,523.0,ZURAIDAH CHEDAH,15500,PH,11618.0,2991.0
181,2022,TENGKU ADNAN TENGKU MANSOR,BN,UMNO,13692,0,125,PUTRAJAYA,Putrajaya,0,0,F,0,0,485.0,485.0,TENGKU ADNAN BIN TENGKU MANSOR,12500,BN,13692.0,2310.0
182,2022,NORAISHAH MYDIN ABDUL AZIZ,PH,PKR,5988,0,125,PUTRAJAYA,Putrajaya,0,0,M,0,0,501.0,501.0,NORAISHAH MYDIN BINTI HAJI ABDUL AZIZ,12500,PH,5988.0,2310.0
183,2022,MUHD ROSLI RAMLI,GTA,BERJASA,878,0,125,PUTRAJAYA,Putrajaya,0,0,F,0,1,681.0,681.0,DATO' MOHD ROSLI BIN RAMLI,12500,PEJUANG,878.0,2310.0
184,2022,SAMSUDIN PKPKL,,IND,63,0,125,PUTRAJAYA,Putrajaya,0,0,F,0,1,480.0,480.0,SAMSUDIN PKPKL,12500,BEBAS,63.0,2310.0
185,2022,MOHD RADZI JIDIN,PN,BERSATU,16002,0,125,PUTRAJAYA,Putrajaya,0,0,F,0,0,188.0,188.0,DR. RADZI JIDIN (DRJ),12500,PN,16002.0,2310.0
186,2022,LIM FICE BEE,,IND,20,0,125,PUTRAJAYA,Putrajaya,0,0,M,0,1,293.0,293.0,LIM FICE BEE,12500,BEBAS,20.0,2310.0
187,2022,PHAANG JING FATT,PN,GERAKAN,2795,0,114,KEPONG,KL,0,0,F,0,0,651.0,651.0,PHAANG JING FATT,11400,PN,2795.0,61081.0
188,2022,YOUNG SHANG YI,,WARISAN,528,0,114,KEPONG,KL,0,0,F,0,0,243.0,243.0,SHAUN YOUNG,11400,WARISAN,528.0,61081.0
189,2022,YAP ZHENG HOE,BN,MCA,3227,0,114,KEPONG,KL,0,0,F,0,0,789.0,789.0,YAP ZHENG HOE,11400,BN,3227.0,61081.0
190,2022,LIM LIP ENG,PH,DAP,64308,0,114,KEPONG,KL,0,0,F,0,0,435.0,435.0,LIM LIP ENG,11400,PH,64308.0,61081.0
191,2022,YEE POH PING,,IND,1461,0,114,KEPONG,KL,0,0,F,0,1,721.0,721.0,YEE POH PING,11400,BEBAS,1461.0,61081.0
192,2022,MASZLEE MALEK,PH,PKR,16491,0,151,SIMPANG RENGGAM,Johor,0,0,F,0,0,44.0,44.0,DR MASZLEE MALIK,15100,PH,16491.0,1821.0
193,2022,KAMAL KUSMIN,GTA,PUTRA,251,0,151,SIMPANG RENGGAM,Johor,0,0,F,0,1,303.0,303.0,KAMAL,15100,PEJUANG,251.0,1821.0
194,2022,MOHD FAZRUL KAMAT,PN,BERSATU,9077,0,151,SIMPANG RENGGAM,Johor,0,0,F,0,0,306.0,306.0,FAZRUL KAMAT,15100,PN,9077.0,1821.0
195,2022,HASNI MOHAMMAD,BN,UMNO,18312,0,151,SIMPANG RENGGAM,Johor,0,0,F,0,0,7.0,7.0,HASNI BIN MOHAMMAD,15100,BN,18312.0,1821.0
196,2022,ALVIN CHANG TECK KIAM,PN,BERSATU,5312,0,142,LABIS,Johor,0,0,F,0,0,416.0,416.0,ALVIN CHANG,14200,PN,5312.0,2833.0
197,2022,PANG HOK LIONG,PH,DAP,16133,0,142,LABIS,Johor,0,0,F,0,0,342.0,342.0,PANG HOK LIONG,14200,PH,16133.0,2833.0
198,2022,CHUA TEE YONG,BN,MCA,13300,0,142,LABIS,Johor,0,0,F,0,0,97.0,97.0,CHUA TEE YONG,14200,BN,13300.0,2833.0
199,2022,HASSAN BASRI AWANG MAT DAHAN,PH,PKR,11444,0,081,JERANTUT,Pahang,0,0,F,0,0,525.0,525.0,DATO' DR HASSAN BASRI BIN AWANG MAT DAHAN,08100,PH,11444.0,8092.0
200,2022,MOHD ZUKARMI ABU BAKAR,BN,UMNO,23609,0,081,JERANTUT,Pahang,0,0,F,0,0,1299.0,1299.0,DATO' MOHD ZUKARMI,08100,BN,23609.0,8092.0
201,2022,KHAIRIL NIZAM KHIRUDIN,PN,PAS,31701,0,081,JERANTUT,Pahang,0,0,F,0,0,572.0,572.0,IR. HAJI KHAIRIL,08100,PN,31701.0,8092.0
202,2022,JAYA CHANDRAN PERUMAL,PN,BERSATU,23738,0,110,KLANG,Selangor,0,0,F,0,0,630.0,630.0,DR JAYA,11000,PN,23738.0,91801.0
203,2022,HEDRHIN RAMLI @ AWIN,,IND,3016,0,110,KLANG,Selangor,0,0,F,0,1,914.0,914.0,HEDRHIN RAMLI @ AWIN,11000,BEBAS,3016.0,91801.0
204,2022,TEE HOOI LING,BN,MCA,19762,0,110,KLANG,Selangor,0,0,M,0,0,500.0,500.0,TEE HOOI LING,11000,BN,19762.0,91801.0
205,2022,LOO CHENG WEE,,WARISAN,1140,0,110,KLANG,Selangor,0,0,F,0,0,742.0,742.0,DR. LOO CHENG WEE,11000,WARISAN,1140.0,91801.0
206,2022,S CHANDRASEGAR,,PRM,271,0,110,KLANG,Selangor,0,0,F,0,0,940.0,940.0,CHANDRASEGAR,11000,PRM,271.0,91801.0
207,2022,V GANABATIRAU,PH,DAP,115539,0,110,KLANG,Selangor,0,0,F,0,0,574.0,574.0,GANABATIRAU A/L VERAMAN,11000,PH,115539.0,91801.0
208,2022,DEEPAK JAIKISHAN,,IND,439,0,110,KLANG,Selangor,0,0,F,0,1,688.0,688.0,DEEPAK JAIKISHAN,11000,BEBAS,439.0,91801.0
209,2022,ABDUL HAKIM ABDUL WAHID,BN,UMNO,21193,0,134,MASJID TANAH,Melaka,0,0,F,0,0,361.0,361.0,ABDUL HAKIM BIN ABDUL WAHID,13400,BN,21193.0,4411.0
210,2022,MAS ERMIEYATI SAMSUDIN,PN,BERSATU,25604,0,134,MASJID TANAH,Melaka,0,0,M,0,0,99.0,99.0,MAS ERMIEYATI,13400,PN,25604.0,4411.0
211,2022,MUTALIB UTHMAN,PH,MUDA,7445,0,134,MASJID TANAH,Melaka,0,0,F,0,0,275.0,275.0,MUTALIB UTHMAN ,13400,MUDA,7445.0,4411.0
212,2022,HANDRAWIRAWAN ABU BAKAR,GTA,PEJUANG,507,0,134,MASJID TANAH,Melaka,0,0,F,0,0,184.0,184.0,HANDRAWIRAWAN BIN ABU BAKAR,13400,PEJUANG,507.0,4411.0
213,2022,ZANARIAH JUMHURI,,IND,512,0,112,KUALA LANGAT,Selangor,0,0,M,0,1,137.0,137.0,HAJAH ZANARIAH JUMHURI,11200,BEBAS,512.0,1833.0
214,2022,MOHANA MUNIANDY RAMAN,BN,MIC,18685,0,112,KUALA LANGAT,Selangor,0,0,M,0,0,543.0,543.0,MOHANA MUNIANDY,11200,BN,18685.0,1833.0
215,2022,RIDZUAN ABDULLAH,GTA,DIRECT,591,0,112,KUALA LANGAT,Selangor,0,0,F,0,1,773.0,773.0,MOHD RIDZUAN ABDULLAH,11200,PEJUANG,591.0,1833.0
216,2022,AHMAD YUNUS HAIRI,PN,PAS,52867,0,112,KUALA LANGAT,Selangor,0,0,F,0,0,673.0,673.0,DR AHMAD YUNUS HAIRI,11200,PN,52867.0,1833.0
217,2022,M GANESKUMAR,,PRM,171,0,112,KUALA LANGAT,Selangor,0,0,F,0,0,854.0,854.0,GANESKUMAR,11200,PRM,171.0,1833.0
218,2022,MANIVANAN GOVIN,PH,PKR,51034,0,112,KUALA LANGAT,Selangor,0,0,F,0,0,319.0,319.0,MANIVANAN GOWIN,11200,PH,51034.0,1833.0
219,2022,MUHAMAD HAFIZ AL-HAFIZ,,IND,166,0,086,MARAN,Pahang,0,0,F,0,1,1323.0,1323.0,MUHAMAD HAFIZ AL-HAFIZ,08600,BEBAS,166.0,1821.0
220,2022,SHAHANIZA BT SHAMSUDDIN,BN,UMNO,17779,0,086,MARAN,Pahang,0,0,M,0,0,704.0,704.0,SHAHANIZA SHAMSUDDIN,08600,BN,17779.0,1821.0
221,2022,FAZIL AZMI NADZRI,PN,PAS,19600,0,086,MARAN,Pahang,0,0,F,0,0,483.0,483.0,DATO SRI DR HJ ISMAIL B HJ ABD MUTTALIB,08600,PN,19600.0,1821.0
222,2022,AHMAD SHUHOR AWANG,PH,AMANAH,3547,0,086,MARAN,Pahang,0,0,F,0,0,904.0,904.0,AHMAD SHUHOR,08600,PH,3547.0,1821.0
223,2022,AZLAN SANI ZAWAWI (LANDO BROTHERHOOD),GTA,DIRECT,3557,0,095,TANJUNG KARANG,Selangor,0,0,F,0,1,509.0,509.0,LANDO BROTHERHOOD,09500,PEJUANG,3557.0,2180.0
224,2022,MOHD ROSNI,,IND,1406,0,095,TANJUNG KARANG,Selangor,0,0,F,0,1,654.0,654.0,MOHD ROSNI,09500,BEBAS,1406.0,2180.0
225,2022,ZULKAFPERI HANAPI,PN,BERSATU,18054,0,095,TANJUNG KARANG,Selangor,0,0,F,0,0,369.0,369.0,KAPT (B) DATO DR ZULKAFPERI,09500,PN,18054.0,2180.0
226,2022,SITI RAHAYU BAHARIN,PH,MUDA,12314,0,095,TANJUNG KARANG,Selangor,0,0,M,0,0,105.0,105.0,CIKGU RAHAYU,09500,MUDA,12314.0,2180.0
227,2022,HABIBAH MOHD YUSOF,BN,UMNO,15874,0,095,TANJUNG KARANG,Selangor,0,0,M,0,0,234.0,234.0,DATO' HJH. HABIBAH,09500,BN,15874.0,2180.0
228,2022,BAKRI @ MOHD BAKRI MUSTAPHA,BN,UMNO,9781,0,027,TANAH MERAH,Kelantan,0,0,F,0,0,911.0,911.0,CIKGU BAKRI,02700,BN,9781.0,44485.0
229,2022,MOHAMAD SUPARADI MD NOOR,PH,PKR,5357,0,027,TANAH MERAH,Kelantan,0,0,F,0,0,809.0,809.0,DATO' D,02700,PH,5357.0,44485.0
230,2022,MOHD NASIR ABDULLAH,GTA,PUTRA,168,0,027,TANAH MERAH,Kelantan,0,0,F,0,0,873.0,873.0,LAWYER NASIR ABDULLAH,02700,PUTRA,168.0,44485.0
231,2022,NIK SAPEIA,,IND,114,0,027,TANAH MERAH,Kelantan,0,0,F,0,1,649.0,649.0,DATUK NIK SAPEIA,02700,BEBAS,114.0,44485.0
232,2022,IKMAL HISHAM ABDUL AZIZ,PN,BERSATU,54266,0,027,TANAH MERAH,Kelantan,0,0,F,0,1,740.0,740.0,DATO' SRI IKMAL HISHAM,02700,PAS,54266.0,44485.0
233,2022,CHEN WIN KEONG,PN,BERSATU,4259,0,120,BUKIT BINTANG,KL,0,0,F,0,0,151.0,151.0,EDWIN CHEN,12000,PN,4259.0,38977.0
234,2022,FONG KUI LUN,PH,DAP,43827,0,120,BUKIT BINTANG,KL,0,0,F,0,0,324.0,324.0,FONG KUI LUN,12000,PH,43827.0,38977.0
235,2022,TAN TEIK PENG,BN,MCA,4850,0,120,BUKIT BINTANG,KL,0,0,F,0,0,166.0,166.0,TAN TEIK PENG,12000,BN,4850.0,38977.0
236,2022,CHOW YU HUI,PH,DAP,21613,0,080,RAUB,Pahang,0,0,F,0,0,827.0,827.0,CHOW YU HUI,08000,PH,21613.0,4357.0
237,2022,NORKHAIRUL ANUAR MOHAMED NOR,GTA,PEJUANG,427,0,080,RAUB,Pahang,0,0,F,0,0,1048.0,1048.0,NORKHAIRUL ANUAR BIN MOHAMED NOR,08000,PEJUANG,427.0,4357.0
238,2022,CHONG SIN WOON,BN,MCA,16939,0,080,RAUB,Pahang,0,0,F,0,0,960.0,960.0,CHONG SIN WOON,08000,BN,16939.0,4357.0
239,2022,MOHD FAKRUNIZAM IBRAHIM,PN,BERSATU,17256,0,080,RAUB,Pahang,0,0,F,0,0,1308.0,1308.0,DATO FAKRUNIZAM IBRAHIM,08000,PN,17256.0,4357.0
240,2022,ABD KADIR,,IND,89,0,004,LANGKAWI,Kedah,0,0,F,0,1,213.0,213.0,DATO PADUKA ABD KADIR,00400,BEBAS,89.0,13518.0
241,2022,SUHAIMI ABDULLAH,PN,BERSATU,25463,0,004,LANGKAWI,Kedah,0,0,F,0,0,294.0,294.0,MOHD SUHAIMI BIN ABDULLAH,00400,PN,25463.0,13518.0
242,2022,MAHATHIR MOHAMAD,GTA,PEJUANG,4566,0,004,LANGKAWI,Kedah,0,0,F,0,0,15.0,15.0,MAHATHIR BIN MOHAMAD,00400,PEJUANG,4566.0,13518.0
243,2022,ARMISHAH SIRAJ,BN,UMNO,11945,0,004,LANGKAWI,Kedah,0,0,F,0,0,125.0,125.0,DATO' ARMISHAH SIRAJ (DAS),00400,BN,11945.0,13518.0
244,2022,ZABIDI YAHYA,PH,AMANAH,5417,0,004,LANGKAWI,Kedah,0,0,F,0,0,248.0,248.0,ZABIDI YAHYA,00400,PH,5417.0,13518.0
245,2022,KHAIRUL AZUAN KAMARRUDIN,,WARISAN,245,0,019,TUMPAT,Kelantan,0,0,F,0,0,145.0,145.0,KHAIRUL AZUAN,01900,WARISAN,245.0,34793.0
246,2022,MUMTAZ MD NAWI,PN,PAS,65426,0,019,TUMPAT,Kelantan,0,0,M,0,0,6.0,6.0,DATO' KAK TAZ,01900,PAS,65426.0,34793.0
247,2022,CHE MUHAMMAD ASWARI CHE ALI,GTA,PUTRA,593,0,019,TUMPAT,Kelantan,0,0,F,0,0,37.0,37.0,ASRI ALI,01900,PUTRA,593.0,34793.0
248,2022,WAN MOHD JOHARI WAN OMAR,PH,AMANAH,7762,0,019,TUMPAT,Kelantan,0,0,F,0,0,251.0,251.0,HAJI WAN JO,01900,PH,7762.0,34793.0
249,2022,CHE ABDULLAH MAT NAWI,BN,DIRECT,30633,0,019,TUMPAT,Kelantan,0,0,F,0,0,405.0,405.0,DATO' CHE LAH (DCL),01900,BN,30633.0,34793.0
250,2022,MUHAMMAD DAUD,GTA,PUTRA,133,0,030,JELI,Kelantan,0,0,F,0,0,777.0,777.0,PROFESSOR DR IR HJ MAT,03000,PUTRA,133.0,12464.0
251,2022,ZAHARI KECHIK,PN,BERSATU,27072,0,030,JELI,Kelantan,0,0,F,0,1,158.0,158.0,POK ZAHARI,03000,PAS,27072.0,12464.0
252,2022,NORWAHIDA PATUAN,BN,UMNO,14608,0,030,JELI,Kelantan,0,0,M,0,0,834.0,834.0,NORWAHIDA PATUAN,03000,BN,14608.0,12464.0
253,2022,MD RADZI WAHAB,PH,AMANAH,1140,0,030,JELI,Kelantan,0,0,F,0,0,696.0,696.0,MD RADZI,03000,PH,1140.0,12464.0
254,2022,MUHAMMAD NOOR AZMAN @ NOOR HIZAM,BN,UMNO,35079,0,109,KAPAR,Selangor,0,0,F,0,0,561.0,561.0,MUHAMMAD BIN NOOR AZMAN,10900,BN,35079.0,11782.0
255,2022,DAROYAH ALWI,,PBM,1474,0,109,KAPAR,Selangor,0,0,M,0,0,270.0,270.0,DR DAROYAH BINTI ALWI,10900,PBM,1474.0,11782.0
256,2022,MUHAMMAD PATHAN HUSSIN,GTA,BERJASA,1015,0,109,KAPAR,Selangor,0,0,F,0,1,96.0,96.0,UST. HJ. MOHD PATHAN BIN HUSSIN,10900,PEJUANG,1015.0,11782.0
257,2022,HALIMAH ALI,PN,PAS,65751,0,109,KAPAR,Selangor,0,0,M,0,0,466.0,466.0,DR HALIMAH ALI,10900,PN,65751.0,11782.0
258,2022,RAHIM AWANG,,WARISAN,265,0,109,KAPAR,Selangor,0,0,F,0,0,388.0,388.0,DATO' SERI RAHIM,10900,WARISAN,265.0,11782.0
259,2022,SIVALINGAM,,IND,477,0,109,KAPAR,Selangor,0,0,F,0,1,209.0,209.0,DATO' SRI SIVALINGAM,10900,BEBAS,477.0,11782.0
260,2022,ABDULLAH SANI ABDUL HAMID,PH,PKR,53969,0,109,KAPAR,Selangor,0,0,F,0,0,46.0,46.0,ABDULLAH SANI,10900,PH,53969.0,11782.0
261,2022,NUR JAZLAN MOHAMED,BN,UMNO,31726,0,161,PULAI,Johor,0,0,F,0,0,21.0,21.0,NUR JAZLAN,16100,BN,31726.0,33174.0
262,2022,LOH KAH YONG,PN,GERAKAN,20677,0,161,PULAI,Johor,0,0,F,0,0,74.0,74.0,LOH KAH YONG,16100,PN,20677.0,33174.0
263,2022,SALAHUDDIN AYUB,PH,AMANAH,64900,0,161,PULAI,Johor,0,0,F,0,0,54.0,54.0,DATUK SERI SALAHUDDIN AYUB,16100,PH,64900.0,33174.0
264,2022,NOR AFZAINIZAM SALLEH,PN,BERSATU,13661,0,064,IPOH TIMOR,Perak,0,0,F,0,0,390.0,390.0,NOR AFZAINIZAM BIN SALLEH,06400,PN,13661.0,43888.0
265,2022,NG KAI CHEONG,BN,MCA,8570,0,064,IPOH TIMOR,Perak,0,0,F,0,0,51.0,51.0,NG KAI CHEONG,06400,BN,8570.0,43888.0
266,2022,HOWARD LEE CHUAN HOW,PH,DAP,57549,0,064,IPOH TIMOR,Perak,0,0,F,0,0,1402.0,1402.0,HOWARD LEE CHUAN HOW,06400,PH,57549.0,43888.0
267,2022,NG KIAN NAM,BN,MCA,19447,0,130,RASAH,Negeri Sembilan,0,0,F,0,0,129.0,129.0,NG KIAN NAM,13000,BN,19447.0,61987.0
268,2022,CHOONG VEE HING,PN,GERAKAN,18810,0,130,RASAH,Negeri Sembilan,0,0,F,0,0,42.0,42.0,DAVID CHOONG,13000,PN,18810.0,61987.0
269,2022,CHA KEE CHIN,PH,DAP,81434,0,130,RASAH,Negeri Sembilan,0,0,F,0,0,244.0,244.0,CHA KEE CHIN,13000,PH,81434.0,61987.0
270,2022,AZAHARI HASAN,PN,BERSATU,12931,0,061,PADANG RENGAS,Perak,0,0,F,0,0,941.0,941.0,KAPTEN AZAHARI,06100,PN,12931.0,3046.0
271,2022,MOHD ARRIF ABDUL MAJID,BN,UMNO,9885,0,061,PADANG RENGAS,Perak,0,0,F,0,0,1045.0,1045.0,MOHD ARRIF BIN ABDUL MAJID,06100,BN,9885.0,3046.0
272,2022,MUHAMMAD KAMIL ABDUL MUNIM,PH,PKR,7062,0,061,PADANG RENGAS,Perak,0,0,F,0,0,889.0,889.0,KAMIL MUNIM,06100,PH,7062.0,3046.0
273,2022,NGEH KOO HAM,PH,DAP,46710,0,068,BERUAS,Perak,0,0,F,0,0,1084.0,1084.0,DATO' NGEH KOO HAM,06800,PH,46710.0,33971.0
274,2022,ONG KEAN SING,PN,GERAKAN,12739,0,068,BERUAS,Perak,0,0,F,0,0,660.0,660.0,Ir. ONG KEAN SING,06800,PN,12739.0,33971.0
275,2022,DING SIEW CHEE,BN,MCA,12724,0,068,BERUAS,Perak,0,0,F,0,0,702.0,702.0,DING SIEW CHEE,06800,BN,12724.0,33971.0
276,2022,TENGKU RAZALEIGH HAMZAH,BN,UMNO,21663,0,032,GUA MUSANG,Kelantan,0,0,F,0,0,580.0,580.0,TENGKU RAZALEIGH HAMZAH,03200,BN,21663.0,163.0
277,2022,MOHD AZIZI ABU NAIM,PN,BERSATU,21826,0,032,GUA MUSANG,Kelantan,0,0,F,0,1,703.0,703.0,MOHD AZIZI ABU NAIM,03200,PAS,21826.0,163.0
278,2022,SAMSU ADABI MAMAT,GTA,PEJUANG,371,0,032,GUA MUSANG,Kelantan,0,0,F,0,0,645.0,645.0,DATO' DR. ADABI,03200,PEJUANG,371.0,163.0
279,2022,ASHARUN UJI,PH,PKR,4517,0,032,GUA MUSANG,Kelantan,0,0,F,0,0,766.0,766.0,ABE YO,03200,PH,4517.0,163.0
